,player,year,mp,fga,fg_perc,threepoint_att,threepoint_perc,twopoint_att,twopoint_perc,efg_perc,ft_perc,pts,class
6,Cole Aldrich,2016-17,8.6,1.4,0.523,0,0,1.4,0.523,0.523,0.682,1.7,average
18,Joel Anthony,2016-17,6.4,0.8,0.625,0,0,0.8,0.625,0.625,0.625,1.3,average
21,Ömer Aşık,2016-17,15.5,2.1,0.477,0,0,2.1,0.477,0.477,0.59,2.7,average
31,Brandon Bass,2016-17,11.1,3.6,0.575,0.1,0.333,3.5,0.579,0.578,0.875,5.6,average
34,Aron Baynes,2016-17,15.5,3.7,0.513,0,0,3.7,0.513,0.513,0.84,4.9,average
38,Michael Beasley,2016-17,16.7,7.3,0.532,0.8,0.419,6.5,0.545,0.554,0.743,9.4,average
40,DeAndre' Bembry,2016-17,9.8,2.6,0.48,0.5,0.056,2.1,0.575,0.485,0.375,2.7,average
46,Bismack Biyombo,2016-17,22.1,4.2,0.528,0,0,4.2,0.528,0.528,0.534,6,average
51,Andrew Bogut,2016-17,21.6,3,0.469,0,0,3,0.475,0.469,0.273,2.9,average
52,Joel Bolomboy,2016-17,4.4,1.3,0.563,0.3,0.25,1,0.667,0.594,0.5,1.8,average
54,Trevor Booker,2016-17,24.7,8.3,0.516,1.1,0.321,7.2,0.546,0.537,0.673,10,average
71,Clint Capela,2016-17,23.9,8.7,0.643,0,0,8.7,0.643,0.643,0.531,12.6,average
76,Willie Cauley-Stein,2016-17,18.9,6.4,0.53,0,0,6.4,0.532,0.53,0.669,8.1,average
77,Tyson Chandler,2016-17,27.6,4.9,0.671,0,0,4.9,0.671,0.671,0.734,8.4,average
86,Nick Collison,2016-17,6.4,1.2,0.609,0.1,0,1.1,0.636,0.609,0.625,1.7,average
89,Quinn Cook,2016-17,13.4,4.7,0.5,1.9,0.423,2.9,0.55,0.583,0.4,5.6,average
96,Dante Cunningham,2016-17,25,5.4,0.485,2.7,0.392,2.7,0.579,0.584,0.593,6.6,average
101,Deyonta Davis,2016-17,6.6,1.3,0.511,0,0,1.3,0.511,0.511,0.556,1.6,average
102,Ed Davis,2016-17,17.2,3.1,0.528,0,0,3.1,0.528,0.528,0.617,4.3,average
103,Dewayne Dedmon,2016-17,17.5,3.4,0.622,0,0,3.4,0.622,0.622,0.699,5.1,average
104,Sam Dekker,2016-17,18.4,5.6,0.473,2.4,0.321,3.1,0.591,0.543,0.559,6.5,average
109,Cheick Diallo,2016-17,11.7,4.5,0.474,0,0,4.5,0.474,0.474,0.714,5.1,average
115,Andre Drummond,2016-17,29.7,11.2,0.53,0.1,0.286,11.2,0.532,0.531,0.386,13.6,average
129,Kenneth Faried,2016-17,21.2,6.8,0.548,0.1,0,6.7,0.556,0.548,0.693,9.6,average
132,Cristiano Felício,2016-17,15.8,3.3,0.579,0,0,3.3,0.579,0.579,0.645,4.8,average
140,Enes Freedom,2016-17,21.3,10.2,0.545,0.5,0.132,9.7,0.568,0.549,0.786,14.3,average
153,Taj Gibson,2016-17,25.5,9.1,0.515,0.2,0.231,8.9,0.52,0.517,0.715,10.8,average
155,Rudy Gobert,2016-17,33.9,7.7,0.661,0,0,7.7,0.662,0.661,0.653,14,average
156,Archie Goodwin,2016-17,14.3,4.4,0.545,1,0.333,3.4,0.608,0.583,0.786,7.3,average
159,Marcin Gortat,2016-17,31.2,8.2,0.579,0,0,8.2,0.58,0.579,0.648,10.8,average
166,JaMychal Green,2016-17,27.3,6.5,0.5,1.9,0.379,4.6,0.549,0.555,0.802,8.9,average
175,Montrezl Harrell,2016-17,18.3,5.9,0.652,0.1,0.143,5.8,0.663,0.654,0.628,9.1,average
183,Udonis Haslem,2016-17,8.1,1.4,0.478,0.2,0,1.3,0.55,0.478,0.6,1.9,average
187,John Henson,2016-17,19.4,5.3,0.515,0,0,5.3,0.516,0.515,0.692,6.8,average
189,Willy Hernangómez,2016-17,18.4,6.5,0.529,0.2,0.267,6.3,0.538,0.533,0.728,8.2,average
191,Roy Hibbert,2016-17,14.2,3.1,0.544,0,0,3.1,0.544,0.544,0.813,4.6,average
193,Nenê,2016-17,17.9,5.9,0.617,0.1,0.333,5.8,0.624,0.621,0.589,9.1,average
201,Richaun Holmes,2016-17,20.9,7.2,0.558,1.4,0.351,5.9,0.606,0.591,0.699,9.8,average
204,Dwight Howard,2016-17,29.7,8.3,0.633,0,0,8.3,0.635,0.633,0.533,13.5,average
209,Andre Iguodala,2016-17,26.3,5.5,0.528,2.3,0.362,3.1,0.651,0.605,0.706,7.6,average
218,Al Jefferson,2016-17,14.1,7.1,0.499,0,0,7.1,0.5,0.499,0.765,8.1,average
223,Amir Johnson,2016-17,20.1,4.6,0.576,0.8,0.409,3.8,0.612,0.612,0.67,6.5,average
231,Damian Jones,2016-17,8.5,1.6,0.5,0,0,1.6,0.5,0.5,0.3,1.9,average
232,Derrick Jones Jr.,2016-17,17,3.8,0.562,0.3,0.273,3.4,0.591,0.574,0.707,5.3,average
236,DeAndre Jordan,2016-17,31.7,7.1,0.714,0,0,7.1,0.717,0.714,0.482,12.7,average
240,Michael Kidd-Gilchrist,2016-17,29,7.6,0.477,0.1,0.111,7.5,0.483,0.478,0.784,9.2,average
244,Kosta Koufos,2016-17,20,5.5,0.551,0,0,5.5,0.552,0.551,0.613,6.6,average
246,Skal Labissière,2016-17,18.5,6.6,0.537,0.2,0.375,6.4,0.543,0.544,0.703,8.8,average
254,David Lee,2016-17,18.7,5.3,0.59,0,0,5.3,0.59,0.59,0.708,7.3,average
255,Alex Len,2016-17,20.3,6,0.497,0.2,0.25,5.9,0.503,0.5,0.721,8,average
263,Shaun Livingston,2016-17,17.7,4.2,0.547,0,0.333,4.1,0.55,0.549,0.7,5.1,average
264,Shawn Long,2016-17,13,6.1,0.56,1.1,0.368,5,0.6,0.592,0.543,8.2,average
265,Kevon Looney,2016-17,8.4,2,0.523,0.2,0.222,1.8,0.551,0.533,0.618,2.5,average
267,Robin Lopez,2016-17,28,9.6,0.493,0,0,9.5,0.494,0.493,0.721,10.4,average
275,Ian Mahinmi,2016-17,17.9,3.6,0.586,0,0,3.6,0.586,0.586,0.573,5.6,average
277,Boban Marjanović,2016-17,8.4,3.8,0.545,0,0,3.8,0.545,0.545,0.81,5.5,average
280,Luc Mbah a Moute,2016-17,22.3,4.7,0.505,1.4,0.391,3.4,0.552,0.562,0.678,6.1,average
281,James Michael McAdoo,2016-17,8.8,2.3,0.53,0.2,0.25,2.1,0.55,0.538,0.5,2.8,average
285,Chris McCullough,2016-17,5,2,0.5,0.4,0.143,1.6,0.6,0.516,0.6,2.3,average
288,JaVale McGee,2016-17,9.6,4.1,0.652,0,0,4.1,0.658,0.652,0.505,6.1,average
294,Salah Mejri,2016-17,12.4,1.9,0.642,0,0.333,1.8,0.649,0.646,0.59,2.9,average
302,Greg Monroe,2016-17,22.5,9,0.533,0,0,8.9,0.536,0.533,0.741,11.7,average
308,Timofey Mozgov,2016-17,20.4,6.1,0.515,0,0,6.1,0.517,0.515,0.808,7.4,average
313,Mike Muscala,2016-17,17.7,4.8,0.504,1.6,0.418,3.2,0.546,0.573,0.766,6.2,average
314,Larry Nance Jr.,2016-17,22.9,5.7,0.526,0.6,0.278,5.2,0.554,0.54,0.738,7.1,average
321,Joakim Noah,2016-17,22.1,4.4,0.49,0,0,4.4,0.493,0.49,0.436,5,average
322,Nerlens Noel,2016-17,20.5,6.1,0.595,0,0,6,0.597,0.595,0.694,8.7,average
323,Lucas Nogueira,2016-17,19.1,2.7,0.66,0.2,0.25,2.5,0.694,0.67,0.657,4.4,average
326,Jusuf Nurkić,2016-17,21.4,8.2,0.507,0,0,8.2,0.508,0.507,0.571,10.2,average
327,David Nwaba,2016-17,19.9,4.1,0.58,0.3,0.2,3.8,0.605,0.586,0.641,6,average
329,Kyle O'Quinn,2016-17,15.6,5.2,0.521,0.2,0.118,5,0.538,0.523,0.771,6.3,average
330,Daniel Ochefu,2016-17,3.9,1.4,0.444,0,0,1.4,0.444,0.444,0,1.3,average
331,Jahlil Okafor,2016-17,22.7,9.4,0.514,0,0,9.4,0.514,0.514,0.671,11.8,average
333,Kelly Olynyk,2016-17,20.5,6.8,0.512,2.6,0.354,4.2,0.608,0.579,0.732,9,average
334,Arinze Onuaku,2016-17,3.5,0.5,0.5,0,0,0.5,0.5,0.5,0,0.5,average
337,Zaza Pachulia,2016-17,18.1,4.4,0.534,0,0,4.4,0.538,0.534,0.778,6.1,average
338,Georgios Papagiannis,2016-17,16.1,4.6,0.549,0.1,0,4.5,0.56,0.549,0.857,5.6,average
350,Marshall Plumlee,2016-17,8.1,1.4,0.533,0,0,1.4,0.533,0.533,0.421,1.9,average
351,Mason Plumlee,2016-17,26.5,7.7,0.536,0.1,0,7.6,0.541,0.536,0.58,10.4,average
352,Miles Plumlee,2016-17,10.8,2,0.478,0,0,2,0.478,0.478,0.641,2.5,average
353,Jakob Poeltl,2016-17,11.6,2.1,0.583,0,0,2.1,0.583,0.583,0.544,3.1,average
355,Bobby Portis,2016-17,15.6,5.9,0.488,1.5,0.333,4.4,0.541,0.531,0.661,6.8,average
357,Dwight Powell,2016-17,17.3,4.9,0.515,1,0.284,3.9,0.571,0.542,0.759,6.7,average
367,Willie Reed,2016-17,14.5,4,0.568,0.1,0.25,4,0.573,0.57,0.557,5.3,average
371,Andre Roberson,2016-17,30.1,5.9,0.464,2.3,0.245,3.5,0.609,0.513,0.423,6.6,average
374,Thomas Robinson,2016-17,11.7,4.1,0.536,0,0,4.1,0.538,0.536,0.47,5,average
393,Kevin Séraphin,2016-17,11.4,4,0.551,0,0,4,0.556,0.551,0.636,4.7,average
396,Pascal Siakam,2016-17,15.6,3.7,0.502,0.1,0.143,3.6,0.515,0.505,0.688,4.2,average
402,Jason Smith,2016-17,14.4,4.4,0.529,1.1,0.474,3.4,0.546,0.585,0.686,5.7,average
420,Tristan Thompson,2016-17,29.9,5.6,0.6,0,0,5.6,0.604,0.6,0.498,8.1,average
447,David West,2016-17,12.6,3.7,0.536,0.1,0.375,3.6,0.541,0.542,0.768,4.6,average
451,Hassan Whiteside,2016-17,32.6,12.6,0.557,0,0,12.6,0.557,0.557,0.628,17,average
454,Alan Williams,2016-17,15.1,5.7,0.517,0,0,5.7,0.519,0.517,0.625,7.4,average
463,Jeff Withey,2016-17,8.5,2,0.534,0,0,2,0.539,0.534,0.75,2.9,average
464,Christian Wood,2016-17,8.2,1.8,0.522,0.4,0,1.4,0.667,0.522,0.733,2.7,average
466,Brandan Wright,2016-17,16,4.8,0.615,0,0,4.8,0.619,0.615,0.657,6.8,average
472,Cody Zeller,2016-17,27.8,7.1,0.571,0,0,7.1,0.572,0.571,0.679,10.3,average
473,Tyler Zeller,2016-17,10.3,3.1,0.494,0,0,3.1,0.497,0.494,0.564,3.5,average
476,Ivica Zubac,2016-17,16,6.3,0.529,0.1,0,6.2,0.536,0.529,0.653,7.5,average
479,Steven Adams,2017-18,32.7,9.4,0.629,0,0,9.3,0.631,0.629,0.559,13.9,average
480,Bam Adebayo,2017-18,19.8,4.9,0.512,0.1,0,4.8,0.523,0.512,0.721,6.9,average
484,Jarrett Allen,2017-18,20,5.5,0.589,0.2,0.333,5.3,0.599,0.596,0.776,8.2,average
489,Kyle Anderson,2017-18,26.7,5.9,0.527,0.8,0.333,5.1,0.556,0.549,0.712,7.9,average
494,OG Anunoby,2017-18,20,4.7,0.471,2.7,0.371,2,0.604,0.577,0.629,5.9,average
495,Ryan Arcidiacono,2017-18,12.7,1.7,0.415,1.3,0.29,0.4,0.8,0.524,0.833,2,average
497,Darrell Arthur,2017-18,7.4,2.5,0.468,1.2,0.348,1.3,0.583,0.553,0.667,2.8,average
504,Wade Baldwin,2017-18,11.4,3,0.667,0.7,0.8,2.3,0.625,0.762,0.6,5.4,average
517,Jordan Bell,2017-18,14.2,3.2,0.627,0.1,0,3.2,0.641,0.627,0.682,4.6,average
522,Khem Birch,2017-18,13.8,3,0.54,0,0,3,0.54,0.54,0.689,4.2,average
523,Jabari Bird,2017-18,8.8,2,0.577,0.5,0.429,1.5,0.632,0.635,0.462,3,average
524,Bismack Biyombo,2017-18,18.2,4.3,0.52,0,0,4.3,0.521,0.52,0.65,5.7,average
526,Tarik Black,2017-18,10.5,2.5,0.591,0.2,0.091,2.3,0.638,0.594,0.46,3.5,average
532,Andrew Bogut,2017-18,9,1,0.68,0,0,1,0.68,0.68,1,1.5,average
535,Trevor Booker,2017-18,17,5,0.516,0.5,0.242,4.6,0.545,0.528,0.71,6.3,average
556,José Calderón,2017-18,16,3.2,0.503,1.7,0.464,1.5,0.545,0.624,0.8,4.5,average
559,Clint Capela,2017-18,27.5,9.1,0.652,0,0,9.1,0.653,0.652,0.56,13.9,average
564,Omri Casspi,2017-18,14,3.9,0.58,0.4,0.455,3.5,0.595,0.604,0.725,5.7,average
568,Tyson Chandler,2017-18,25,4.1,0.647,0,0,4.1,0.647,0.647,0.624,6.5,average
575,John Collins,2017-18,24.1,7.4,0.576,0.6,0.34,6.7,0.598,0.591,0.715,10.5,average
579,Nick Collison,2017-18,5,1.3,0.684,0,0,1.3,0.684,0.684,0.385,2.1,average
584,Jack Cooley,2017-18,12.4,3.9,0.481,0,0,3.9,0.481,0.481,0.737,5.7,average
597,Deyonta Davis,2017-18,15.2,4.3,0.608,0,0,4.3,0.608,0.608,0.667,5.8,average
598,Ed Davis,2017-18,18.9,3.7,0.582,0,0,3.7,0.584,0.582,0.667,5.3,average
599,Dewayne Dedmon,2017-18,24.9,7.7,0.524,2.3,0.355,5.4,0.595,0.577,0.779,10,average
600,Sam Dekker,2017-18,12.1,3.5,0.494,0.8,0.167,2.7,0.593,0.514,0.661,4.2,average
604,Cheick Diallo,2017-18,11.2,3.4,0.58,0,0,3.4,0.58,0.58,0.758,4.9,average
612,Andre Drummond,2017-18,33.7,11.3,0.529,0.1,0,11.2,0.536,0.529,0.605,15,average
625,Kenneth Faried,2017-18,14.4,4.6,0.514,0,0,4.6,0.517,0.514,0.706,5.9,average
626,Derrick Favors,2017-18,28,9.1,0.563,0.8,0.222,8.3,0.596,0.573,0.651,12.3,average
628,Cristiano Felício,2017-18,17.8,3.9,0.591,0,0,3.9,0.596,0.591,0.667,5.6,average
637,Enes Freedom,2017-18,25.8,10,0.592,0,0,10,0.594,0.592,0.848,14.1,average
638,Channing Frye,2017-18,13.1,4,0.491,2.2,0.339,1.8,0.67,0.583,0.895,5,average
648,Taj Gibson,2017-18,33.2,9,0.577,0.4,0.2,8.6,0.595,0.581,0.768,12.2,average
650,Rudy Gobert,2017-18,32.4,7.9,0.622,0,0,7.9,0.622,0.622,0.682,13.5,average
653,Marcin Gortat,2017-18,25.3,6.8,0.518,0,0,6.8,0.518,0.518,0.675,8.4,average
655,Jerami Grant,2017-18,20.3,5.6,0.535,1.4,0.291,4.3,0.613,0.57,0.675,8.4,average
667,Maurice Harkless,2017-18,21.4,5,0.495,2,0.415,3,0.547,0.577,0.712,6.5,average
668,Montrezl Harrell,2017-18,17,7.2,0.635,0.1,0.143,7.1,0.641,0.636,0.626,11,average
681,John Henson,2017-18,25.9,6.6,0.572,0.1,0.143,6.5,0.578,0.573,0.57,8.8,average
683,Willy Hernangómez,2017-18,10.3,3.4,0.555,0.3,0.417,3.2,0.566,0.57,0.656,5.1,average
687,Nenê,2017-18,14.6,4.6,0.569,0,0,4.6,0.574,0.569,0.636,6.5,average
695,Richaun Holmes,2017-18,15.5,5,0.56,0.6,0.129,4.4,0.624,0.568,0.661,6.5,average
699,Dwight Howard,2017-18,30.4,11.2,0.555,0.1,0.143,11.2,0.559,0.556,0.574,16.6,average
704,Andre Iguodala,2017-18,25.3,5,0.463,1.8,0.282,3.2,0.567,0.514,0.632,6,average
718,Al Jefferson,2017-18,13.4,5.8,0.534,0.1,0,5.7,0.541,0.534,0.833,7,average
722,Amir Johnson,2017-18,15.8,3.5,0.538,0.4,0.313,3.1,0.57,0.558,0.612,4.6,average
723,Brice Johnson,2017-18,5.4,2.3,0.476,0.1,0,2.3,0.488,0.476,0.6,2.4,average
724,Dakari Johnson,2017-18,5.2,1.3,0.564,0,0,1.3,0.564,0.564,0.55,1.8,average
732,Damian Jones,2017-18,5.9,1.5,0.5,0,0,1.5,0.5,0.5,0.6,1.7,average
736,DeAndre Jordan,2017-18,31.5,7.5,0.645,0,0,7.5,0.645,0.645,0.58,12,average
740,Michael Kidd-Gilchrist,2017-18,25,7.6,0.504,0,0,7.5,0.505,0.504,0.684,9.2,average
742,Maxi Kleber,2017-18,16.8,4.3,0.489,1.8,0.313,2.5,0.613,0.553,0.746,5.4,average
746,Kosta Koufos,2017-18,19.6,5.5,0.571,0,0,5.5,0.571,0.571,0.446,6.7,average
751,Joffrey Lauvergne,2017-18,9.7,3.5,0.516,0.1,0,3.4,0.53,0.516,0.638,4.1,average
758,Alex Len,2017-18,20.2,5.5,0.566,0,0.333,5.4,0.568,0.567,0.684,8.5,average
760,Meyers Leonard,2017-18,7.7,2.4,0.59,0.8,0.423,1.6,0.673,0.66,0.818,3.4,average
765,Shaun Livingston,2017-18,15.9,4.8,0.501,0.1,0,4.8,0.509,0.501,0.82,5.5,average
766,Kevon Looney,2017-18,13.8,2.9,0.58,0.1,0.2,2.8,0.59,0.583,0.545,4,average
772,Trey Lyles,2017-18,19.1,7.5,0.491,3,0.381,4.5,0.563,0.566,0.706,9.9,average
775,Ian Mahinmi,2017-18,14.9,3.2,0.556,0,0,3.2,0.561,0.556,0.703,4.8,average
777,Boban Marjanović,2017-18,8.6,3.8,0.534,0,0,3.8,0.534,0.534,0.794,6,average
783,Luc Mbah a Moute,2017-18,25.6,5.7,0.481,2.8,0.364,2.8,0.599,0.572,0.684,7.5,average
791,JaVale McGee,2017-18,9.5,3.4,0.621,0.1,0,3.3,0.638,0.621,0.731,4.8,average
792,Rodney McGruder,2017-18,16.6,4.1,0.493,1.9,0.429,2.1,0.553,0.596,0.5,5.1,average
793,Alfonzo McKinnie,2017-18,3.8,1.1,0.533,0.6,0.333,0.4,0.833,0.633,0.667,1.5,average
796,Salah Mejri,2017-18,12,2.2,0.642,0,0,2.2,0.657,0.642,0.576,3.5,average
797,Jordan Mickey,2017-18,12.3,3.6,0.476,0.7,0.125,2.9,0.561,0.488,0.684,4,average
801,Malcolm Miller,2017-18,8.4,1.9,0.464,1.4,0.381,0.5,0.714,0.607,1,2.5,average
807,Greg Monroe,2017-18,20.4,7.6,0.565,0,0,7.6,0.565,0.565,0.739,10.3,average
809,Eric Moreland,2017-18,12,1.8,0.541,0,0,1.8,0.541,0.541,0.379,2.1,average
814,Johnathan Motley,2017-18,16,6.8,0.533,0.5,0.167,6.3,0.565,0.54,0.536,8.7,average
815,Timofey Mozgov,2017-18,11.6,3,0.559,0.6,0.222,2.4,0.64,0.581,0.767,4.2,average
823,Larry Nance Jr.,2017-18,21.5,6.3,0.581,0.2,0.167,6.1,0.594,0.584,0.664,8.7,average
828,Joakim Noah,2017-18,5.7,1.4,0.5,0,0,1.4,0.5,0.5,0.5,1.7,average
829,Nerlens Noel,2017-18,15.7,3.5,0.524,0,0,3.5,0.529,0.524,0.75,4.4,average
830,Lucas Nogueira,2017-18,8.5,1.6,0.613,0.4,0.263,1.2,0.721,0.644,0.679,2.5,average
833,Jusuf Nurkić,2017-18,26.4,12,0.505,0.1,0,11.9,0.508,0.505,0.63,14.3,average
837,Kyle O'Quinn,2017-18,18,5,0.583,0.2,0.235,4.8,0.599,0.589,0.772,7.1,average
839,Emeka Okafor,2017-18,13.6,3.7,0.505,0,0,3.7,0.505,0.505,0.818,4.4,average
840,Jahlil Okafor,2017-18,12.6,4.9,0.558,0.1,0.25,4.8,0.567,0.562,0.724,6.3,average
843,Cedi Osman,2017-18,11,3,0.484,1.4,0.368,1.6,0.586,0.57,0.565,3.9,average
845,Zaza Pachulia,2017-18,14.1,3.8,0.564,0,0,3.8,0.567,0.564,0.806,5.4,average
861,Mason Plumlee,2017-18,19.4,5,0.601,0,0,5,0.602,0.601,0.458,7.1,average
862,Miles Plumlee,2017-18,16.7,3.3,0.583,0,0,3.3,0.583,0.583,0.45,4.3,average
863,Jakob Poeltl,2017-18,18.6,4.7,0.659,0,0.5,4.7,0.66,0.66,0.594,6.9,average
868,Dwight Powell,2017-18,21.2,5.4,0.593,1.1,0.333,4.4,0.656,0.626,0.719,8.5,average
876,Ivan Rabb,2017-18,14.3,4.2,0.566,0,0,4.2,0.566,0.566,0.806,5.6,average
882,Willie Reed,2017-18,10.2,2.9,0.669,0,0.5,2.8,0.672,0.674,0.582,4.6,average
886,Andre Roberson,2017-18,26.6,4.2,0.537,0.9,0.222,3.2,0.627,0.562,0.316,5,average
895,JaKarr Sampson,2017-18,15.6,3.7,0.543,0.5,0.5,3.2,0.549,0.574,0.625,4.7,average
897,Tomáš Satoranský,2017-18,22.5,5.3,0.523,1.4,0.465,3.9,0.544,0.585,0.781,7.2,average
899,Mike Scott,2017-18,18.5,6.9,0.527,2.1,0.405,4.8,0.582,0.59,0.658,8.8,average
904,Pascal Siakam,2017-18,20.7,6.1,0.508,1.6,0.22,4.5,0.612,0.537,0.621,7.3,average
905,Ben Simmons,2017-18,33.7,12.3,0.545,0.1,0,12.2,0.551,0.545,0.56,15.8,average
930,Daniel Theis,2017-18,14.9,3.7,0.541,0.9,0.31,2.8,0.617,0.579,0.753,5.3,average
934,Tristan Thompson,2017-18,20.2,4.4,0.562,0,0,4.4,0.562,0.562,0.544,5.8,average
941,Ekpe Udoh,2017-18,12.9,1.9,0.5,0,0,1.9,0.504,0.5,0.75,2.6,average
943,Jonas Valančiūnas,2017-18,22.4,8.9,0.568,1,0.405,8,0.587,0.59,0.806,12.7,average
960,David West,2017-18,13.7,5.2,0.571,0.1,0.375,5.1,0.576,0.575,0.759,6.8,average
976,D.J. Wilson,2017-18,3.2,0.7,0.563,0.2,0.4,0.5,0.636,0.625,0.5,1,average
977,Jamil Wilson,2017-18,18.3,5.4,0.469,4.2,0.429,1.2,0.611,0.636,0.5,7,average
981,Brandan Wright,2017-18,13.6,3.6,0.578,0,0,3.6,0.578,0.578,0.636,5,average
989,Tyler Zeller,2017-18,16.8,5.1,0.56,0.4,0.357,4.6,0.578,0.575,0.722,6.7,average
991,Ante Žižić,2017-18,6.7,2.1,0.731,0,0,2.1,0.731,0.731,0.724,3.7,average
992,Ivica Zubac,2017-18,9.5,2.8,0.5,0,0,2.8,0.504,0.5,0.765,3.7,average
996,Steven Adams,2018-19,33.4,10.1,0.595,0,0,10.1,0.596,0.595,0.5,13.9,average
997,Bam Adebayo,2018-19,23.3,5.9,0.576,0.2,0.2,5.7,0.588,0.579,0.735,8.9,average
1003,Jarrett Allen,2018-19,26.2,7.1,0.59,0.6,0.133,6.5,0.629,0.595,0.709,10.9,average
1007,Kyle Anderson,2018-19,29.8,6.4,0.543,0.8,0.265,5.6,0.583,0.56,0.578,8,average
1016,Deandre Ayton,2018-19,30.7,12.3,0.585,0.1,0,12.2,0.588,0.585,0.746,16.3,average
1022,Mo Bamba,2018-19,16.3,5.2,0.481,1.5,0.3,3.7,0.555,0.525,0.587,6.2,average
1033,Michael Beasley,2018-19,10.7,5.9,0.49,0.7,0.176,5.2,0.529,0.5,0.718,7,average
1035,Jordan Bell,2018-19,11.6,2.8,0.516,0,0,2.8,0.521,0.516,0.61,3.3,average
1037,Dragan Bender,2018-19,18,4.3,0.447,2.2,0.218,2.1,0.688,0.503,0.593,5,average
1041,Khem Birch,2018-19,12.9,3,0.603,0,0,3,0.607,0.603,0.699,4.8,average
1042,Bismack Biyombo,2018-19,14.5,2.9,0.571,0,0,2.9,0.571,0.571,0.637,4.4,average
1049,Andrew Bogut,2018-19,12.2,3.3,0.5,0,0,3.3,0.5,0.5,1,3.5,average
1050,Jonah Bolden,2018-19,14.5,3.7,0.494,2.2,0.354,1.5,0.697,0.599,0.481,4.7,average
1070,Thomas Bryant,2018-19,20.8,7,0.616,1.4,0.333,5.6,0.685,0.648,0.781,10.5,average
1080,Clint Capela,2018-19,33.6,10.9,0.648,0,0,10.9,0.648,0.648,0.636,16.6,average
1084,Wendell Carter Jr.,2018-19,25.2,8.4,0.485,0.7,0.188,7.7,0.513,0.493,0.795,10.3,average
1087,Omri Casspi,2018-19,14.4,4.5,0.534,1.2,0.349,3.3,0.602,0.581,0.672,6.3,average
1088,Willie Cauley-Stein,2018-19,27.3,9.1,0.556,0,0.5,9.1,0.556,0.557,0.551,11.9,average
1091,Tyson Chandler,2018-19,15.9,1.8,0.616,0,0,1.8,0.622,0.616,0.586,3.1,average
1103,Pat Connaughton,2018-19,20.7,5.7,0.466,3.3,0.33,2.5,0.647,0.56,0.725,6.9,average
1117,Deyonta Davis,2018-19,13.1,2.4,0.682,0.1,0,2.3,0.714,0.682,0.6,4,average
1118,Ed Davis,2018-19,17.9,3.7,0.616,0,0,3.7,0.62,0.616,0.617,5.8,average
1122,Luol Deng,2018-19,17.8,5.4,0.5,2,0.318,3.4,0.608,0.559,0.714,7.1,average
1125,Cheick Diallo,2018-19,14,4.2,0.62,0.1,0.25,4.2,0.625,0.622,0.746,6,average
1143,James Ennis III,2018-19,21.2,5.1,0.469,2.7,0.353,2.4,0.601,0.563,0.716,6.7,average
1144,Drew Eubanks,2018-19,4.9,1.1,0.577,0,0,1.1,0.577,0.577,0.846,1.8,average
1149,Kenneth Faried,2018-19,19.7,7.2,0.589,0.7,0.32,6.5,0.617,0.604,0.646,10.4,average
1150,Derrick Favors,2018-19,23.2,8.1,0.586,1,0.218,7.1,0.64,0.6,0.675,11.8,average
1151,Cristiano Felício,2018-19,12.4,3,0.531,0.1,0,2.9,0.543,0.531,0.685,4,average
1172,Taj Gibson,2018-19,24.1,7.7,0.566,0.5,0.324,7.2,0.583,0.576,0.757,10.8,average
1173,Harry Giles,2018-19,14.1,6,0.503,0.1,0,5.9,0.512,0.503,0.637,7,average
1175,Rudy Gobert,2018-19,31.8,8.8,0.669,0,0,8.8,0.669,0.669,0.636,15.9,average
1179,Marcin Gortat,2018-19,16,4,0.532,0,0,4,0.532,0.532,0.729,5,average
1194,Maurice Harkless,2018-19,23.6,6.5,0.487,2,0.275,4.5,0.582,0.53,0.671,7.7,average
1195,Montrezl Harrell,2018-19,26.3,10.8,0.615,0.2,0.176,10.6,0.623,0.617,0.643,16.6,average
1208,Willy Hernangómez,2018-19,14,5.1,0.519,0.7,0.385,4.4,0.539,0.544,0.694,7.3,average
1213,Nenê,2018-19,13,2.8,0.517,0.1,0,2.7,0.531,0.517,0.66,3.6,average
1220,Richaun Holmes,2018-19,16.9,5.2,0.608,0,0,5.2,0.608,0.608,0.731,8.2,average
1224,Dwight Howard,2018-19,25.6,7.7,0.623,0,0,7.7,0.623,0.623,0.604,12.8,average
1229,Andre Iguodala,2018-19,23.2,4.4,0.5,2.1,0.333,2.3,0.652,0.579,0.582,5.7,average
1244,Amile Jefferson,2018-19,5.7,1.3,0.625,0,0,1.3,0.625,0.625,0.875,2.3,average
1248,Amir Johnson,2018-19,10.4,3.1,0.503,0.8,0.3,2.3,0.573,0.541,0.756,3.9,average
1255,Damian Jones,2018-19,17.1,3.1,0.716,0,0,3.1,0.716,0.716,0.649,5.4,average
1256,Derrick Jones Jr.,2018-19,19.2,5.4,0.494,1.5,0.308,3.9,0.567,0.537,0.607,7,average
1260,DeAndre Jordan,2018-19,29.7,6.5,0.641,0,0,6.5,0.641,0.641,0.705,11,average
1271,Kosta Koufos,2018-19,12,3.6,0.477,0,0,3.6,0.477,0.477,0.417,3.7,average
1274,Skal Labissière,2018-19,8,2.2,0.531,0.6,0.462,1.6,0.556,0.592,0.529,3,average
1277,Jake Layman,2018-19,18.7,6,0.509,2.5,0.326,3.4,0.646,0.579,0.704,7.6,average
