,player,year,mp,fga,fg_perc,threepoint_att,threepoint_perc,twopoint_att,twopoint_perc,efg_perc,ft_perc,pts,class
1776,Skal Labissière,2019-20,17.2,4.5,0.551,0.4,0.231,4.1,0.582,0.561,0.758,5.8,average
1786,Alex Len,2019-20,17.6,5.8,0.555,1.1,0.271,4.7,0.619,0.58,0.648,8.0,average
1788,Meyers Leonard,2019-20,20.3,4.6,0.509,2.5,0.414,2.1,0.623,0.622,0.643,6.1,average
1794,Robin Lopez,2019-20,14.5,4.5,0.492,1.6,0.333,2.9,0.577,0.55,0.528,5.4,average
1801,Ian Mahinmi,2019-20,21.3,5.5,0.495,0.7,0.192,4.8,0.538,0.507,0.619,7.4,average
1804,Boban Marjanović,2019-20,9.6,4.8,0.573,0.4,0.235,4.4,0.603,0.583,0.754,6.6,average
1816,T.J. McConnell,2019-20,18.7,5.8,0.516,0.2,0.294,5.5,0.525,0.522,0.833,6.5,average
1819,JaVale McGee,2019-20,16.6,4.5,0.637,0.1,0.5,4.4,0.64,0.642,0.646,6.6,average
1822,Jordan McLaughlin,2019-20,19.7,5.9,0.489,2.5,0.382,3.4,0.569,0.57,0.667,7.6,average
1827,Chimezie Metu,2019-20,5.8,2.3,0.571,0.1,0.0,2.2,0.6,0.571,0.769,3.2,average
1841,Juwan Morgan,2019-20,6.4,1.2,0.577,0.4,0.375,0.9,0.667,0.635,0.75,1.7,average
1845,Johnathan Motley,2019-20,3.2,1.2,0.733,0.1,1.0,1.1,0.714,0.767,0.714,2.2,average
1854,Larry Nance Jr.,2019-20,26.3,7.7,0.531,2.8,0.352,4.9,0.636,0.596,0.676,10.1,average
1859,Nerlens Noel,2019-20,18.5,4.4,0.684,0.0,0.333,4.4,0.688,0.686,0.755,7.4,average
1865,David Nwaba,2019-20,13.4,3.6,0.521,1.4,0.429,2.2,0.581,0.606,0.667,5.2,average
1867,Kyle O'Quinn,2019-20,10.8,2.9,0.494,0.9,0.259,2.0,0.603,0.535,0.55,3.5,average
1869,Jahlil Okafor,2019-20,15.6,5.4,0.623,0.1,0.333,5.3,0.629,0.627,0.645,8.1,average
1883,Anžejs Pasečņiks,2019-20,16.2,4.3,0.526,0.1,0.0,4.2,0.54,0.526,0.586,5.8,average
1890,Norvel Pelle,2019-20,9.7,2.0,0.521,0.0,0.0,2.0,0.532,0.521,0.5,2.4,average
1892,Mason Plumlee,2019-20,17.3,4.7,0.615,0.1,0.0,4.6,0.625,0.615,0.535,7.2,average
1893,Jakob Poeltl,2019-20,17.7,4.0,0.624,0.0,0.0,4.0,0.624,0.624,0.465,5.6,average
1898,Michael Porter Jr.,2019-20,16.4,7.0,0.509,2.7,0.422,4.3,0.564,0.59,0.833,9.3,average
1902,Dwight Powell,2019-20,26.5,5.7,0.638,1.0,0.256,4.8,0.716,0.659,0.667,9.4,average
1918,Mitchell Robinson,2019-20,23.1,5.6,0.742,0.0,0.0,5.6,0.742,0.742,0.568,9.7,average
1928,JaKarr Sampson,2019-20,13.9,3.4,0.591,0.4,0.154,3.0,0.647,0.6,0.667,4.6,average
1940,Chris Silva,2019-20,7.9,1.8,0.615,0.1,0.0,1.7,0.64,0.615,0.673,3.0,average
1943,Alen Smailagić,2019-20,9.9,2.9,0.5,0.9,0.231,1.9,0.63,0.538,0.842,4.2,average
1952,Caleb Swanigan,2019-20,10.7,1.7,0.596,0.1,0.0,1.7,0.622,0.596,0.529,2.4,average
1956,Daniel Theis,2019-20,24.1,6.6,0.566,1.5,0.333,5.1,0.633,0.603,0.763,9.2,average
1967,Allonzo Trier,2019-20,12.1,4.4,0.481,2.2,0.358,2.2,0.604,0.571,0.791,6.5,average
1969,Rayjon Tucker,2019-20,8.1,2.2,0.465,0.9,0.176,1.3,0.654,0.5,0.826,3.1,average
1975,Jarred Vanderbilt,2019-20,4.2,0.7,0.625,0.1,0.0,0.6,0.714,0.625,1.0,1.1,average
1978,Noah Vonleh,2019-20,10.5,2.6,0.565,0.4,0.2,2.1,0.636,0.582,0.781,3.7,average
1980,Dean Wade,2019-20,5.9,1.1,0.692,0.3,0.5,0.8,0.778,0.769,0.0,1.7,average
1981,Moritz Wagner,2019-20,18.6,5.9,0.545,1.8,0.313,4.1,0.645,0.592,0.821,8.7,average
2000,Johnathan Williams,2019-20,12.0,2.3,0.559,0.1,0.0,2.1,0.594,0.559,0.538,3.0,average
2004,Robert Williams,2019-20,13.4,3.0,0.727,0.0,0.0,3.0,0.727,0.727,0.647,5.2,average
2009,Christian Wood,2019-20,21.4,8.2,0.567,2.3,0.386,5.9,0.636,0.62,0.744,13.1,average
2014,Cody Zeller,2019-20,23.1,8.3,0.524,1.3,0.24,7.0,0.577,0.543,0.682,11.1,average
2015,Ante Žižić,2019-20,10.0,3.3,0.569,0.0,0.0,3.3,0.569,0.569,0.737,4.4,average
2016,Ivica Zubac,2019-20,18.4,5.3,0.613,0.0,0.0,5.3,0.616,0.613,0.747,8.3,average
2017,Precious Achiuwa,2020-21,12.1,3.7,0.544,0.0,0.0,3.7,0.546,0.544,0.509,5.0,average
2019,Steven Adams,2020-21,27.7,5.3,0.614,0.1,0.0,5.3,0.62,0.614,0.444,7.6,average
2025,Jarrett Allen,2020-21,29.6,7.7,0.618,0.3,0.316,7.3,0.631,0.624,0.703,12.8,average
2030,Thanasis Antetokounmpo,2020-21,9.7,2.4,0.489,0.5,0.241,1.9,0.556,0.515,0.51,2.9,average
2038,Deandre Ayton,2020-21,30.7,10.0,0.626,0.3,0.2,9.7,0.639,0.629,0.769,14.4,average
2057,DeAndre' Bembry,2020-21,19.1,4.5,0.513,1.0,0.264,3.4,0.589,0.544,0.682,5.7,average
2062,Khem Birch,2020-21,22.8,5.7,0.497,0.8,0.25,4.9,0.537,0.514,0.705,7.2,average
2064,Bismack Biyombo,2020-21,20.4,3.7,0.587,0.0,0.0,3.7,0.589,0.587,0.448,5.0,average
2072,Jordan Bone,2020-21,14.0,3.9,0.426,2.3,0.313,1.6,0.591,0.519,0.0,4.0,average
2078,Tony Bradley,2020-21,16.3,4.7,0.665,0.1,0.0,4.6,0.675,0.665,0.691,7.1,average
2088,Bruce Brown,2020-21,22.3,6.5,0.556,0.9,0.288,5.6,0.599,0.576,0.735,8.8,average
2091,Moses Brown,2020-21,21.4,6.2,0.545,0.0,0.0,6.2,0.545,0.545,0.619,8.6,average
2095,Thomas Bryant,2020-21,27.1,9.1,0.648,2.1,0.429,7.0,0.714,0.698,0.667,14.3,average
2101,Devontae Cacok,2020-21,4.9,1.5,0.586,0.0,0.0,1.5,0.586,0.586,0.455,2.0,average
2104,Vlatko Čančar,2020-21,6.9,1.8,0.458,0.8,0.273,1.0,0.615,0.521,0.769,2.1,average
2106,Clint Capela,2020-21,30.1,11.0,0.594,0.0,0.0,11.0,0.594,0.594,0.573,15.2,average
2107,Vernon Carey Jr.,2020-21,6.1,1.9,0.5,0.4,0.143,1.5,0.586,0.514,0.818,2.4,average
2112,Willie Cauley-Stein,2020-21,17.1,3.4,0.632,0.2,0.091,3.2,0.667,0.635,0.628,5.3,average
2115,Brandon Clarke,2020-21,24.0,8.4,0.517,1.3,0.26,7.1,0.565,0.537,0.69,10.3,average
2117,Nic Claxton,2020-21,18.6,4.5,0.621,0.2,0.2,4.4,0.636,0.624,0.484,6.6,average
2123,Tyler Cook,2020-21,13.7,3.2,0.67,0.1,0.5,3.2,0.673,0.675,0.486,4.9,average
2126,Torrey Craig,2020-21,16.1,4.5,0.48,2.1,0.368,2.4,0.579,0.566,0.773,5.5,average
2135,Gabriel Deck,2020-21,21.2,6.7,0.478,1.5,0.133,5.2,0.577,0.493,0.818,8.4,average
2136,Dewayne Dedmon,2020-21,13.1,4.1,0.708,0.3,0.2,3.8,0.75,0.715,0.741,7.1,average
2141,Gorgui Dieng,2020-21,14.5,4.3,0.521,1.8,0.429,2.4,0.591,0.613,0.866,6.8,average
2147,Devon Dotson,2020-21,4.5,1.9,0.524,0.6,0.143,1.3,0.714,0.548,0.0,2.1,average
2163,Tacko Fall,2020-21,7.2,1.5,0.724,0.0,0.0,1.5,0.724,0.724,0.333,2.5,average
2164,Derrick Favors,2020-21,15.3,3.6,0.638,0.0,0.0,3.5,0.643,0.638,0.738,5.4,average
2165,Cristiano Felício,2020-21,4.7,0.7,0.538,0.1,0.0,0.6,0.636,0.538,0.563,1.3,average
2178,Enes Freedom,2020-21,24.4,7.8,0.604,0.1,0.25,7.7,0.607,0.605,0.774,11.2,average
2181,Daniel Gafford,2020-21,14.6,4.2,0.684,0.0,0.0,4.2,0.684,0.684,0.667,7.0,average
2188,Taj Gibson,2020-21,20.8,3.5,0.627,0.3,0.2,3.2,0.671,0.636,0.727,5.4,average
2191,Anthony Gill,2020-21,8.4,2.3,0.5,0.9,0.292,1.4,0.639,0.558,0.813,3.1,average
2192,Freddie Gillespie,2020-21,19.6,4.2,0.524,0.0,0.0,4.2,0.524,0.524,0.697,5.6,average
2193,Rudy Gobert,2020-21,30.8,8.2,0.675,0.1,0.0,8.1,0.68,0.675,0.623,14.3,average
2202,Javonte Green,2020-21,11.5,2.5,0.52,0.7,0.333,1.8,0.597,0.569,0.75,3.6,average
2209,Donta Hall,2020-21,13.8,2.7,0.714,0.0,0.0,2.7,0.714,0.714,0.676,5.6,average
2216,Montrezl Harrell,2020-21,22.9,8.7,0.622,0.1,0.0,8.6,0.632,0.622,0.707,13.5,average
2223,Isaiah Hartenstein,2020-21,12.2,3.7,0.55,0.1,0.333,3.6,0.558,0.556,0.648,5.1,average
2224,Jaxson Hayes,2020-21,16.1,4.7,0.625,0.2,0.429,4.4,0.635,0.636,0.775,7.5,average
2228,Willy Hernangómez,2020-21,18.0,5.7,0.563,0.2,0.1,5.5,0.581,0.565,0.667,7.8,average
2234,Jaylen Hoard,2020-21,16.8,4.6,0.5,0.6,0.0,4.1,0.571,0.5,0.683,6.1,average
2238,Rondae Hollis-Jefferson,2020-21,9.7,1.6,0.5,0.1,0.0,1.5,0.529,0.5,0.563,2.5,average
2239,Richaun Holmes,2020-21,29.2,9.4,0.637,0.2,0.182,9.2,0.645,0.638,0.794,14.2,average
2244,Dwight Howard,2020-21,17.3,4.4,0.587,0.3,0.25,4.1,0.611,0.596,0.576,7.0,average
2268,Alize Johnson,2020-21,10.5,3.8,0.588,0.3,0.167,3.4,0.629,0.596,1.0,5.2,average
2275,Damian Jones,2020-21,14.0,2.6,0.68,0.1,0.2,2.5,0.704,0.684,0.724,4.7,average
2276,Derrick Jones Jr.,2020-21,22.7,5.2,0.484,2.3,0.316,2.9,0.619,0.554,0.648,6.8,average
2280,DeAndre Jordan,2020-21,21.9,4.4,0.763,0.0,0.0,4.4,0.766,0.763,0.5,7.5,average
2289,John Konchar,2020-21,13.4,3.2,0.5,1.3,0.375,1.9,0.585,0.576,0.833,4.3,average
2291,Luke Kornet,2020-21,11.2,3.3,0.436,1.9,0.254,1.4,0.69,0.51,0.5,3.4,average
2298,Jake Layman,2020-21,13.9,4.1,0.495,1.7,0.295,2.4,0.642,0.557,0.703,5.1,average
2301,Damion Lee,2020-21,18.9,4.8,0.467,3.4,0.397,1.4,0.638,0.608,0.909,6.5,average
2303,Alex Len,2020-21,15.3,4.3,0.615,0.4,0.32,4.0,0.644,0.629,0.629,6.6,average
2310,Kevon Looney,2020-21,19.0,3.2,0.548,0.3,0.235,3.0,0.578,0.558,0.646,4.1,average
2312,Robin Lopez,2020-21,19.1,6.0,0.633,0.3,0.278,5.7,0.649,0.639,0.723,9.0,average
2317,Trey Lyles,2020-21,15.6,3.9,0.478,1.7,0.35,2.2,0.58,0.556,0.652,5.0,average
2318,Thon Maker,2020-21,9.5,2.3,0.556,0.3,0.0,2.0,0.625,0.556,0.909,3.8,average
2323,Boban Marjanović,2020-21,8.2,3.7,0.508,0.2,0.125,3.5,0.535,0.512,0.816,4.7,average
2330,Kenyon Martin Jr.,2020-21,23.7,7.1,0.509,2.1,0.365,4.9,0.572,0.564,0.714,9.3,average
2339,T.J. McConnell,2020-21,26.0,7.1,0.559,0.7,0.313,6.4,0.586,0.574,0.688,8.6,average
2344,JaVale McGee,2020-21,14.7,6.1,0.511,0.5,0.208,5.6,0.539,0.52,0.657,7.3,average
2345,Rodney McGruder,2020-21,12.1,4.4,0.529,1.5,0.458,2.9,0.565,0.607,0.75,5.7,average
2346,Alfonzo McKinnie,2020-21,6.6,2.4,0.516,1.0,0.41,1.4,0.593,0.602,0.556,3.1,average
2352,Chimezie Metu,2020-21,13.6,5.0,0.508,1.0,0.351,3.9,0.549,0.545,0.721,6.3,average
2354,Darius Miller,2020-21,10.9,2.7,0.458,2.3,0.405,0.3,0.833,0.635,1.0,4.1,average
2359,Adam Mokoka,2020-21,4.0,1.4,0.368,0.7,0.1,0.6,0.667,0.395,0.0,1.1,average
2363,Juwan Morgan,2020-21,5.1,1.0,0.467,0.4,0.308,0.6,0.588,0.533,0.429,1.2,average
2367,Mychal Mulder,2020-21,12.8,4.4,0.449,3.6,0.397,0.9,0.667,0.609,0.636,5.6,average
2377,Zeke Nnaji,2020-21,9.5,2.5,0.481,1.4,0.407,1.1,0.578,0.596,0.8,3.2,average
2378,Nerlens Noel,2020-21,24.2,3.5,0.614,0.0,0.0,3.4,0.623,0.614,0.714,5.1,average
2382,James Nunnally,2020-21,5.3,1.4,0.385,1.3,0.333,0.1,1.0,0.538,0.5,1.7,average
2384,David Nwaba,2020-21,22.6,7.3,0.486,2.1,0.27,5.2,0.574,0.525,0.691,9.2,average
2388,Jahlil Okafor,2020-21,12.9,3.8,0.618,0.3,0.222,3.4,0.656,0.627,0.708,5.4,average
2391,Onyeka Okongwu,2020-21,12.0,3.0,0.644,0.1,0.0,2.9,0.658,0.644,0.632,4.6,average
2401,Jabari Parker,2020-21,12.7,4.2,0.545,0.8,0.182,3.4,0.636,0.564,0.769,5.5,average
2402,Eric Paschall,2020-21,17.4,7.5,0.497,1.4,0.333,6.1,0.533,0.527,0.713,9.5,average
2408,Gary Payton II,2020-21,4.0,1.3,0.769,0.4,0.5,0.9,0.889,0.846,0.75,2.5,average
2409,Norvel Pelle,2020-21,6.5,1.2,0.533,0.0,0.0,1.2,0.533,0.533,0.667,1.5,average
2412,Mason Plumlee,2020-21,26.8,6.8,0.614,0.1,0.0,6.7,0.626,0.614,0.669,10.4,average
2413,Jakob Poeltl,2020-21,26.7,6.2,0.616,0.0,0.0,6.2,0.616,0.616,0.508,8.6,average
2417,Jontay Porter,2020-21,4.9,1.4,0.533,0.7,0.375,0.6,0.714,0.633,0.6,2.0,average
2423,Dwight Powell,2020-21,16.7,3.3,0.619,0.4,0.238,3.0,0.665,0.631,0.782,5.9,average
2433,Paul Reed,2020-21,6.8,3.0,0.538,0.2,0.0,2.8,0.583,0.538,0.5,3.4,average
2434,Naz Reid,2020-21,19.2,8.3,0.523,2.5,0.351,5.8,0.597,0.576,0.693,11.2,average
2438,Grant Riller,2020-21,3.9,1.7,0.667,0.6,0.5,1.1,0.75,0.75,0.0,2.6,average
2445,Mitchell Robinson,2020-21,27.5,5.7,0.653,0.0,0.0,5.7,0.653,0.653,0.491,8.3,average
2446,Isaiah Roby,2020-21,23.4,7.0,0.483,1.8,0.294,5.2,0.547,0.52,0.744,8.7,average
2455,JaKarr Sampson,2020-21,10.9,3.9,0.496,0.5,0.2,3.4,0.541,0.509,0.655,4.6,average
2457,Tomáš Satoranský,2020-21,22.5,5.7,0.514,2.0,0.356,3.6,0.602,0.578,0.848,7.7,average
2464,Chris Silva,2020-21,6.1,1.1,0.625,0.1,1.0,1.0,0.6,0.656,0.733,2.1,average
2476,Isaiah Stewart,2020-21,21.4,6.0,0.553,0.9,0.333,5.1,0.592,0.578,0.696,7.9,average
2477,Max Strus,2020-21,13.0,4.8,0.455,3.8,0.338,1.0,0.897,0.588,0.667,6.1,average
2478,Edmond Sumner,2020-21,16.2,5.3,0.525,1.7,0.398,3.7,0.582,0.587,0.819,7.5,average
2484,Daniel Theis,2020-21,24.6,7.2,0.541,2.3,0.322,4.8,0.646,0.593,0.673,9.6,average
2489,Tristan Thompson,2020-21,23.8,6.0,0.518,0.1,0.0,6.0,0.523,0.518,0.592,7.6,average
2493,Xavier Tillman Sr.,2020-21,18.4,5.1,0.559,1.1,0.338,4.0,0.62,0.595,0.642,6.6,average
2495,Obi Toppin,2020-21,11.0,3.4,0.498,1.4,0.306,2.0,0.629,0.56,0.731,4.1,average
2496,Juan Toscano-Anderson,2020-21,20.9,3.9,0.579,1.7,0.402,2.2,0.718,0.667,0.71,5.7,average
2501,Rayjon Tucker,2020-21,4.9,1.3,0.5,0.5,0.286,0.8,0.636,0.556,0.737,2.4,average
2505,Jarred Vanderbilt,2020-21,17.8,3.7,0.606,0.1,0.2,3.6,0.615,0.608,0.559,5.4,average
2527,Hassan Whiteside,2020-21,15.2,6.2,0.563,0.0,0.0,6.2,0.565,0.563,0.519,8.1,average
2531,Kenrich Williams,2020-21,21.6,6.2,0.533,1.8,0.444,4.5,0.568,0.596,0.571,8.0,average
2534,Robert Williams,2020-21,18.9,5.0,0.721,0.0,0.0,4.9,0.727,0.721,0.616,8.0,average
2540,James Wiseman,2020-21,21.4,9.4,0.519,1.0,0.316,8.5,0.542,0.535,0.628,11.5,average
2544,Thaddeus Young,2020-21,24.3,9.7,0.559,0.7,0.267,9.1,0.58,0.568,0.628,12.1,average
2546,Cody Zeller,2020-21,20.9,6.8,0.559,0.6,0.143,6.2,0.598,0.565,0.714,9.4,average
2547,Ivica Zubac,2020-21,22.3,5.5,0.652,0.1,0.25,5.4,0.656,0.654,0.789,9.0,average
7,Lavoy Allen,2016-17,14.3,2.8,0.458,0.0,0.0,2.7,0.461,0.458,0.697,2.9,below average
10,Chris Andersen,2016-17,9.5,1.8,0.409,0.3,0.0,1.6,0.474,0.409,0.714,2.3,below average
11,Alan Anderson,2016-17,10.3,2.7,0.375,1.5,0.318,1.2,0.444,0.463,0.75,2.9,below average
13,Kyle Anderson,2016-17,14.2,2.9,0.445,0.6,0.375,2.3,0.462,0.481,0.789,3.4,below average
23,Ron Baker,2016-17,16.5,4.2,0.378,1.7,0.267,2.5,0.45,0.431,0.651,4.1,below average
24,Wade Baldwin,2016-17,12.3,3.5,0.313,0.7,0.136,2.8,0.355,0.326,0.838,3.2,below average
36,Malik Beasley,2016-17,7.5,3.3,0.452,1.3,0.321,2.0,0.533,0.514,0.8,3.8,below average
40,Dragan Bender,2016-17,13.3,3.7,0.354,2.3,0.277,1.4,0.483,0.441,0.364,3.4,below average
58,Anthony Brown,2016-17,14.5,4.5,0.36,2.5,0.259,2.1,0.478,0.43,0.0,3.9,below average
59,Bobby Brown,2016-17,4.9,2.4,0.383,1.4,0.4,1.0,0.36,0.5,1.0,2.5,below average
61,Nicolás Brussino,2016-17,9.6,2.6,0.369,1.8,0.305,0.9,0.5,0.472,0.773,2.8,below average
66,Bruno Caboclo,2016-17,4.4,1.8,0.375,0.7,0.333,1.1,0.4,0.438,0.0,1.6,below average
67,José Calderón,2016-17,13.1,3.3,0.41,1.6,0.313,1.7,0.5,0.485,0.917,3.4,below average
69,Isaiah Canaan,2016-17,15.2,4.4,0.364,2.4,0.266,2.0,0.481,0.436,0.909,4.6,below average
79,Rakeem Christmas,2016-17,7.6,1.5,0.442,0.0,0.0,1.5,0.442,0.442,0.724,2.0,below average
80,Semaj Christon,2016-17,15.2,3.5,0.345,1.0,0.19,2.5,0.406,0.372,0.548,2.9,below average
83,Norris Cole,2016-17,9.6,4.0,0.308,1.0,0.231,3.0,0.333,0.337,0.8,3.3,below average
87,Pat Connaughton,2016-17,8.1,1.8,0.514,0.8,0.515,1.0,0.513,0.632,0.778,2.5,below average
112,Toney Douglas,2016-17,16.4,4.9,0.368,1.8,0.167,3.1,0.48,0.397,0.828,4.9,below average
117,Kris Dunn,2016-17,17.1,4.0,0.377,0.9,0.288,3.1,0.404,0.411,0.61,3.8,below average
120,Henry Ellenson,2016-17,7.7,3.4,0.359,1.8,0.286,1.5,0.448,0.438,0.5,3.2,below average
130,Kay Felder,2016-17,9.2,3.8,0.392,0.5,0.318,3.2,0.404,0.415,0.714,4.0,below average
135,Bryn Forbes,2016-17,7.9,2.8,0.364,1.5,0.321,1.3,0.413,0.449,0.833,2.6,below average
147,Michael Gbinije,2016-17,3.6,1.1,0.1,0.4,0.0,0.7,0.167,0.1,1.0,0.4,below average
148,Alonzo Gee,2016-17,6.8,1.1,0.214,0.2,0.0,0.8,0.273,0.214,0.556,0.8,below average
159,Treveon Graham,2016-17,7.0,1.5,0.475,0.6,0.6,0.9,0.4,0.588,0.667,2.1,below average
169,A.J. Hammons,2016-17,7.4,1.9,0.405,0.5,0.5,1.5,0.375,0.464,0.45,2.2,below average
189,Mario Hezonja,2016-17,14.8,5.1,0.355,2.2,0.299,2.9,0.398,0.42,0.8,4.9,below average
194,Jordan Hill,2016-17,6.7,1.9,0.385,0.0,0.0,1.9,0.385,0.385,1.0,1.7,below average
196,Darrun Hilliard,2016-17,9.8,3.2,0.373,1.2,0.261,2.1,0.438,0.421,0.75,3.3,below average
204,Marcelo Huertas,2016-17,10.3,3.0,0.368,0.8,0.211,2.1,0.429,0.397,0.529,2.7,below average
205,Kris Humphries,2016-17,12.3,3.8,0.407,1.0,0.352,2.9,0.425,0.451,0.78,4.6,below average
214,Pierre Jackson,2016-17,10.5,4.9,0.333,1.4,0.273,3.5,0.357,0.372,0.857,4.4,below average
226,Stanley Johnson,2016-17,17.8,4.7,0.353,2.0,0.292,2.7,0.398,0.415,0.679,4.4,below average
228,Wesley Johnson,2016-17,11.9,2.9,0.365,1.7,0.246,1.2,0.537,0.438,0.647,2.7,below average
232,James Jones,2016-17,7.9,1.9,0.478,1.4,0.47,0.5,0.5,0.647,0.65,2.8,below average
234,Tyus Jones,2016-17,12.9,3.0,0.414,1.2,0.356,1.8,0.454,0.486,0.767,3.5,below average
238,Ryan Kelly,2016-17,6.9,1.8,0.286,0.6,0.4,1.1,0.222,0.357,0.833,1.6,below average
247,Nicolás Laprovíttola,2016-17,9.7,2.6,0.426,1.5,0.37,1.1,0.5,0.532,1.0,3.3,below average
251,Jake Layman,2016-17,7.1,2.5,0.292,1.5,0.255,1.1,0.342,0.365,0.765,2.2,below average
259,DeAndre Liggins,2016-17,12.5,2.3,0.387,0.7,0.37,1.5,0.396,0.447,0.625,2.5,below average
272,Sheldon Mac,2016-17,9.6,2.5,0.4,1.0,0.233,1.5,0.511,0.447,0.852,3.0,below average
275,Thon Maker,2016-17,9.9,3.2,0.459,1.3,0.378,1.9,0.514,0.536,0.653,4.0,below average
277,Jarell Martin,2016-17,13.3,3.6,0.384,0.6,0.36,3.0,0.389,0.414,0.8,3.9,below average
285,K.J. McDaniels,2016-17,10.3,3.4,0.456,1.3,0.303,2.1,0.553,0.515,0.842,4.2,below average
290,Jordan McRae,2016-17,10.4,4.1,0.387,1.4,0.353,2.7,0.404,0.447,0.794,4.4,below average
294,Jordan Mickey,2016-17,5.6,1.4,0.441,0.0,0.0,1.3,0.455,0.441,0.571,1.5,below average
297,Mike Miller,2016-17,7.6,1.2,0.391,1.0,0.4,0.2,0.333,0.565,1.0,1.4,below average
306,Donatas Motiejūnas,2016-17,14.1,4.1,0.413,1.4,0.234,2.7,0.505,0.453,0.51,4.4,below average
310,Dejounte Murray,2016-17,8.5,3.1,0.431,0.6,0.391,2.4,0.441,0.47,0.7,3.4,below average
314,Shabazz Napier,2016-17,9.7,3.5,0.399,1.7,0.37,1.7,0.429,0.492,0.776,4.1,below average
315,Maurice Ndour,2016-17,10.3,2.7,0.453,0.2,0.143,2.5,0.481,0.459,0.731,3.1,below average
317,Raul Neto,2016-17,8.7,2.3,0.451,0.8,0.323,1.5,0.517,0.505,0.889,2.5,below average
318,Georges Niang,2016-17,4.0,1.6,0.25,0.5,0.083,1.0,0.333,0.264,1.0,0.9,below average
319,Andrew Nicholson,2016-17,9.0,2.9,0.387,0.7,0.185,2.2,0.452,0.41,0.643,2.6,below average
327,Johnny O'Bryant,2016-17,7.3,2.7,0.5,0.5,0.5,2.2,0.5,0.55,0.833,3.5,below average
344,Adreian Payne,2016-17,7.5,3.0,0.426,0.8,0.2,2.2,0.513,0.454,0.737,3.5,below average
348,Paul Pierce*,2016-17,11.1,2.8,0.4,1.7,0.349,1.1,0.481,0.507,0.769,3.2,below average
359,Ronnie Price,2016-17,9.6,1.7,0.167,1.2,0.176,0.5,0.143,0.229,0.75,1.0,below average
361,Tim Quarterman,2016-17,5.0,1.8,0.448,0.8,0.385,1.0,0.5,0.534,0.0,1.9,below average
368,Malachi Richardson,2016-17,9.0,3.1,0.412,1.3,0.286,1.8,0.5,0.471,0.789,3.6,below average
371,Brian Roberts,2016-17,10.1,3.0,0.377,1.1,0.386,1.9,0.372,0.447,0.846,3.5,below average
380,Damjan Rudež,2016-17,7.0,2.0,0.352,1.4,0.313,0.5,0.458,0.466,0.0,1.8,below average
386,Tomáš Satoranský,2016-17,12.6,2.6,0.415,0.6,0.243,1.9,0.473,0.446,0.697,2.7,below average
389,Mike Scott,2016-17,10.8,3.3,0.288,1.5,0.148,1.8,0.406,0.322,0.875,2.5,below average
397,Kyle Singler,2016-17,12.0,2.6,0.41,1.2,0.189,1.4,0.587,0.452,0.765,2.8,below average
404,Tiago Splitter,2016-17,9.5,3.9,0.452,0.8,0.333,3.1,0.48,0.484,0.818,4.9,below average
407,Diamond Stone,2016-17,3.4,1.9,0.231,0.0,0.0,1.9,0.231,0.231,1.0,1.4,below average
409,Jared Sullinger,2016-17,10.7,4.3,0.319,1.6,0.167,2.6,0.414,0.351,0.5,3.4,below average
429,Jarrod Uthoff,2016-17,12.8,4.2,0.421,1.0,0.333,3.2,0.448,0.461,0.714,4.4,below average
432,Fred VanVleet,2016-17,7.9,3.0,0.351,0.8,0.379,2.2,0.341,0.401,0.818,2.9,below average
433,Anderson Varejão,2016-17,6.6,1.0,0.357,0.0,0.0,1.0,0.357,0.357,0.727,1.3,below average
435,Rashad Vaughn,2016-17,11.2,3.8,0.365,2.0,0.321,1.8,0.413,0.449,0.4,3.5,below average
438,Sasha Vujačić,2016-17,9.7,3.2,0.309,1.8,0.311,1.5,0.306,0.393,0.708,3.0,below average
444,C.J. Watson,2016-17,16.3,4.0,0.387,1.7,0.305,2.3,0.448,0.452,0.864,4.5,below average
445,Briante Weber,2016-17,10.3,3.0,0.417,0.5,0.1,2.5,0.48,0.425,0.688,3.1,below average
448,Okaro White,2016-17,13.5,2.5,0.379,1.0,0.353,1.5,0.396,0.448,0.909,2.8,below average
452,C.J. Wilcox,2016-17,4.9,1.4,0.258,0.7,0.2,0.7,0.313,0.306,1.0,1.0,below average
460,Kyle Wiltjer,2016-17,3.1,1.0,0.286,0.9,0.308,0.1,0.0,0.429,0.5,0.9,below average
464,Metta World Peace,2016-17,6.4,2.7,0.279,1.5,0.237,1.2,0.333,0.346,0.625,2.3,below average
467,James Young,2016-17,7.6,2.0,0.431,1.2,0.343,0.8,0.565,0.534,0.667,2.3,below average
468,Joe Young,2016-17,4.1,2.2,0.361,0.7,0.217,1.5,0.429,0.396,0.733,2.1,below average
473,Stephen Zimmerman,2016-17,5.7,1.6,0.323,0.0,0.0,1.6,0.323,0.323,0.6,1.2,below average
480,Arron Afflalo,2017-18,12.9,3.1,0.401,1.3,0.386,1.7,0.413,0.485,0.846,3.4,below average
484,Kadeem Allen,2017-18,5.9,1.2,0.273,0.6,0.0,0.6,0.545,0.273,0.778,1.1,below average
498,Ömer Aşık,2017-18,10.1,1.2,0.409,0.0,0.0,1.2,0.409,0.409,0.308,1.2,below average
501,Dwayne Bacon,2017-18,13.5,3.6,0.375,0.8,0.256,2.8,0.409,0.404,0.8,3.3,below average
