,player,year,drb,stl,blk,class
2526,Ricky Rubio,2020-21,2.9,1.4,0.1,average
2527,D'Angelo Russell,2020-21,2.3,1.1,0.4,average
2533,Dennis Schröder,2020-21,3.0,1.1,0.2,average
2536,Collin Sexton,2020-21,2.2,1.0,0.2,average
2545,Marcus Smart,2020-21,2.7,1.5,0.5,average
2546,Dennis Smith Jr.,2020-21,1.9,1.0,0.6,average
2547,Ish Smith,2020-21,2.9,0.7,0.3,average
2559,Garrett Temple,2020-21,2.3,0.8,0.5,average
2576,Gary Trent Jr.,2020-21,2.2,1.0,0.2,average
2577,P.J. Tucker,2020-21,2.9,0.8,0.4,average
2591,Kemba Walker,2020-21,3.6,1.1,0.3,average
2608,Kenrich Williams,2020-21,2.9,0.8,0.3,average
2620,Delon Wright,2020-21,3.2,1.6,0.5,average
2622,Trae Young,2020-21,3.3,0.8,0.2,average
1,Quincy Acy,2016-17,2.5,0.4,0.4,below average
4,Alexis Ajinça,2016-17,3.4,0.5,0.6,below average
5,Cole Aldrich,2016-17,1.7,0.4,0.4,below average
7,Lavoy Allen,2016-17,1.9,0.3,0.4,below average
10,Chris Andersen,2016-17,1.8,0.4,0.6,below average
12,Justin Anderson,2016-17,2.3,0.5,0.3,below average
13,Kyle Anderson,2016-17,2.4,0.7,0.4,below average
14,Ryan Anderson,2016-17,3.0,0.4,0.2,below average
19,Darrell Arthur,2016-17,2.1,0.5,0.5,below average
20,Ömer Aşık,2016-17,3.7,0.2,0.3,below average
23,Ron Baker,2016-17,1.7,0.7,0.2,below average
33,Aron Baynes,2016-17,3.0,0.2,0.5,below average
37,Michael Beasley,2016-17,2.7,0.5,0.5,below average
38,Marco Belinelli,2016-17,2.2,0.6,0.1,below average
40,Dragan Bender,2016-17,1.9,0.2,0.5,below average
46,Nemanja Bjelica,2016-17,2.9,0.6,0.3,below average
47,Tarik Black,2016-17,3.0,0.4,0.7,below average
49,Bojan Bogdanović,2016-17,3.0,0.4,0.1,below average
55,Corey Brewer,2016-17,1.6,0.7,0.2,below average
58,Anthony Brown,2016-17,2.3,0.5,0.1,below average
60,Jaylen Brown,2016-17,2.2,0.4,0.2,below average
62,Reggie Bullock,2016-17,1.6,0.6,0.1,below average
64,Alec Burks,2016-17,2.5,0.4,0.1,below average
74,Omri Casspi,2016-17,2.4,0.6,0.1,below average
91,Allen Crabbe,2016-17,2.6,0.7,0.3,below average
92,Jamal Crawford,2016-17,1.4,0.7,0.2,below average
93,Jordan Crawford,2016-17,1.6,0.6,0.1,below average
95,Dante Cunningham,2016-17,3.3,0.6,0.4,below average
101,Ed Davis,2016-17,3.2,0.3,0.5,below average
103,Sam Dekker,2016-17,2.5,0.5,0.3,below average
105,Matthew Dellavedova,2016-17,1.6,0.7,0.0,below average
108,Cheick Diallo,2016-17,2.9,0.2,0.4,below average
111,Spencer Dinwiddie,2016-17,2.3,0.7,0.4,below average
112,Toney Douglas,2016-17,2.0,0.8,0.2,below average
121,Wayne Ellington,2016-17,1.8,0.6,0.1,below average
132,Cristiano Felício,2016-17,2.8,0.4,0.3,below average
135,Dorian Finney-Smith,2016-17,2.1,0.6,0.3,below average
138,Randy Foye,2016-17,2.1,0.5,0.1,below average
140,Enes Freedom,2016-17,4.0,0.4,0.5,below average
141,Channing Frye,2016-17,3.4,0.4,0.5,below average
143,Langston Galloway,2016-17,1.7,0.6,0.1,below average
158,Eric Gordon,2016-17,2.3,0.6,0.5,below average
161,Jerami Grant,2016-17,2.1,0.4,1.0,below average
162,Jerian Grant,2016-17,1.5,0.7,0.1,below average
167,Jeff Green,2016-17,2.5,0.5,0.2,below average
169,Justin Hamilton,2016-17,3.0,0.5,0.7,below average
171,Tim Hardaway Jr.,2016-17,2.4,0.7,0.2,below average
175,Montrezl Harrell,2016-17,2.4,0.3,0.7,below average
176,Devin Harris,2016-17,1.8,0.7,0.1,below average
178,Joe Harris,2016-17,2.5,0.6,0.2,below average
182,Andrew Harrison,2016-17,1.6,0.7,0.3,below average
184,Spencer Hawes,2016-17,2.8,0.3,0.6,below average
186,Gerald Henderson,2016-17,2.1,0.6,0.2,below average
188,Juancho Hernangómez,2016-17,2.3,0.5,0.2,below average
190,Mario Hezonja,2016-17,1.9,0.5,0.2,below average
191,Roy Hibbert,2016-17,2.0,0.2,1.0,below average
192,Buddy Hield,2016-17,2.9,0.5,0.1,below average
202,Rodney Hood,2016-17,3.2,0.6,0.2,below average
208,Kris Humphries,2016-17,2.6,0.3,0.4,below average
214,Brandon Ingram,2016-17,3.2,0.6,0.5,below average
219,Reggie Jackson,2016-17,1.8,0.7,0.1,below average
221,Al Jefferson,2016-17,3.1,0.3,0.2,below average
225,Jonas Jerebko,2016-17,2.7,0.3,0.2,below average
229,Joe Johnson,2016-17,2.7,0.5,0.2,below average
230,Stanley Johnson,2016-17,2.0,0.7,0.3,below average
232,Wesley Johnson,2016-17,2.3,0.4,0.4,below average
236,Derrick Jones Jr.,2016-17,1.3,0.4,0.4,below average
239,Tyus Jones,2016-17,1.0,0.8,0.1,below average
241,Cory Joseph,2016-17,2.3,0.8,0.2,below average
245,Sean Kilpatrick,2016-17,3.7,0.6,0.1,below average
247,Kyle Korver,2016-17,2.7,0.5,0.3,below average
250,Skal Labissière,2016-17,3.4,0.5,0.4,below average
251,Jeremy Lamb,2016-17,3.8,0.4,0.4,below average
253,Joffrey Lauvergne,2016-17,2.6,0.4,0.1,below average
258,David Lee,2016-17,3.7,0.4,0.5,below average
261,Meyers Leonard,2016-17,2.8,0.2,0.4,below average
262,Jon Leuer,2016-17,4.0,0.4,0.3,below average
264,DeAndre Liggins,2016-17,1.4,0.8,0.2,below average
267,Shaun Livingston,2016-17,1.6,0.5,0.3,below average
268,Shawn Long,2016-17,2.4,0.5,0.5,below average
275,Timothé Luwawu-Cabarrot,2016-17,1.8,0.5,0.1,below average
276,Trey Lyles,2016-17,2.6,0.4,0.3,below average
278,Shelvin Mack,2016-17,1.9,0.8,0.1,below average
281,Boban Marjanović,2016-17,2.4,0.2,0.3,below average
282,Jarell Martin,2016-17,2.9,0.4,0.2,below average
285,James Michael McAdoo,2016-17,1.1,0.3,0.6,below average
290,K.J. McDaniels,2016-17,1.4,0.4,0.4,below average
292,JaVale McGee,2016-17,1.9,0.2,0.9,below average
293,Rodney McGruder,2016-17,2.1,0.6,0.2,below average
294,Ben McLemore,2016-17,1.8,0.5,0.1,below average
296,Josh McRoberts,2016-17,2.3,0.5,0.2,below average
298,Salah Mejri,2016-17,2.9,0.4,0.8,below average
301,C.J. Miles,2016-17,2.6,0.6,0.3,below average
303,Patty Mills,2016-17,1.5,0.8,0.0,below average
308,E'Twaun Moore,2016-17,1.6,0.7,0.4,below average
312,Donatas Motiejūnas,2016-17,2.2,0.5,0.3,below average
313,Timofey Mozgov,2016-17,3.0,0.3,0.6,below average
314,Emmanuel Mudiay,2016-17,2.7,0.7,0.2,below average
317,Jamal Murray,2016-17,2.1,0.6,0.3,below average
318,Mike Muscala,2016-17,2.3,0.4,0.6,below average
321,Maurice Ndour,2016-17,1.3,0.5,0.3,below average
323,Jameer Nelson,2016-17,2.2,0.7,0.1,below average
333,David Nwaba,2016-17,2.3,0.7,0.4,below average
342,Kelly Oubre Jr.,2016-17,2.5,0.7,0.2,below average
344,Georgios Papagiannis,2016-17,2.8,0.1,0.8,below average
347,Chandler Parsons,2016-17,2.3,0.6,0.1,below average
351,Adreian Payne,2016-17,1.3,0.4,0.4,below average
361,Bobby Portis,2016-17,3.5,0.3,0.2,below average
364,Norman Powell,2016-17,1.9,0.7,0.2,below average
367,Taurean Prince,2016-17,2.2,0.7,0.5,below average
372,J.J. Redick,2016-17,2.1,0.7,0.2,below average
373,Willie Reed,2016-17,2.9,0.3,0.7,below average
376,Austin Rivers,2016-17,1.9,0.6,0.1,below average
379,Glenn Robinson III,2016-17,2.7,0.6,0.3,below average
380,Thomas Robinson,2016-17,2.9,0.5,0.2,below average
381,Sergio Rodríguez,2016-17,2.0,0.7,0.1,below average
383,Derrick Rose,2016-17,2.8,0.7,0.3,below average
385,Terry Rozier,2016-17,2.5,0.6,0.1,below average
388,Brandon Rush,2016-17,1.8,0.5,0.5,below average
390,Domantas Sabonis,2016-17,3.0,0.5,0.4,below average
395,Luis Scola,2016-17,2.4,0.4,0.1,below average
402,Pascal Siakam,2016-17,2.2,0.5,0.8,below average
403,Jonathon Simmons,2016-17,1.8,0.6,0.3,below average
408,Jason Smith,2016-17,2.6,0.3,0.7,below average
409,Tony Snell,2016-17,2.8,0.7,0.2,below average
410,Marreese Speights,2016-17,3.5,0.3,0.5,below average
412,Nik Stauskas,2016-17,2.6,0.6,0.4,below average
413,Lance Stephenson,2016-17,2.7,0.3,0.2,below average
423,Jason Terry,2016-17,1.2,0.6,0.3,below average
425,Lance Thomas,2016-17,2.4,0.5,0.1,below average
426,Hollis Thompson,2016-17,2.3,0.5,0.2,below average
429,Marcus Thornton,2016-17,1.6,0.6,0.1,below average
431,Anthony Tolliver,2016-17,2.9,0.5,0.3,below average
438,Tyler Ulis,2016-17,1.2,0.8,0.1,below average
441,Denzel Valentine,2016-17,2.5,0.5,0.1,below average
446,Noah Vonleh,2016-17,3.5,0.4,0.4,below average
456,David West,2016-17,2.3,0.6,0.7,below average
459,Isaiah Whitehead,2016-17,2.1,0.6,0.5,below average
464,Deron Williams,2016-17,2.1,0.5,0.1,below average
472,Jeff Withey,2016-17,1.4,0.3,0.6,below average
475,Brandan Wright,2016-17,1.7,0.4,0.7,below average
479,Nick Young,2016-17,1.9,0.6,0.2,below average
484,Paul Zipser,2016-17,2.5,0.3,0.4,below average
485,Ivica Zubac,2016-17,3.1,0.4,0.9,below average
487,Quincy Acy,2017-18,3.1,0.5,0.4,below average
499,Ryan Anderson,2017-18,3.6,0.4,0.3,below average
503,OG Anunoby,2017-18,1.9,0.7,0.2,below average
509,D.J. Augustin,2017-18,1.7,0.7,0.0,below average
512,Ron Baker,2017-18,0.9,0.9,0.2,below average
515,J.J. Barea,2017-18,2.7,0.5,0.0,below average
519,Jerryd Bayless,2017-18,1.7,0.6,0.2,below average
520,Aron Baynes,2017-18,3.8,0.3,0.6,below average
525,Marco Belinelli,2017-18,1.6,0.8,0.2,below average
528,Dragan Bender,2017-18,3.9,0.3,0.6,below average
529,Dāvis Bertāns,2017-18,1.8,0.3,0.4,below average
531,Khem Birch,2017-18,2.6,0.4,0.5,below average
535,Tarik Black,2017-18,2.0,0.4,0.6,below average
540,Bojan Bogdanović,2017-18,3.0,0.7,0.1,below average
541,Andrew Bogut,2017-18,2.2,0.2,0.5,below average
544,Trevor Booker,2017-18,3.0,0.4,0.3,below average
558,Sterling Brown,2017-18,2.1,0.6,0.2,below average
561,Reggie Bullock,2017-18,2.0,0.8,0.2,below average
562,Trey Burke,2017-18,1.6,0.7,0.1,below average
563,Alec Burks,2017-18,2.7,0.6,0.1,below average
569,Isaiah Canaan,2017-18,2.0,0.8,0.1,below average
572,Vince Carter,2017-18,2.2,0.7,0.4,below average
573,Michael Carter-Williams,2017-18,1.9,0.8,0.4,below average
574,Alex Caruso,2017-18,1.4,0.6,0.3,below average
575,Omri Casspi,2017-18,3.2,0.3,0.4,below average
583,Jordan Clarkson,2017-18,2.0,0.7,0.1,below average
587,Zach Collins,2017-18,2.7,0.3,0.5,below average
588,Kyle Collinsworth,2017-18,2.3,0.5,0.3,below average
600,Torrey Craig,2017-18,2.2,0.3,0.4,below average
604,Dante Cunningham,2017-18,3.0,0.5,0.4,below average
608,Deyonta Davis,2017-18,2.8,0.2,0.6,below average
612,Malcolm Delaney,2017-18,1.7,0.6,0.1,below average
616,Cheick Diallo,2017-18,3.2,0.2,0.4,below average
617,Gorgui Dieng,2017-18,3.2,0.6,0.5,below average
621,Milton Doyle,2017-18,1.5,0.6,0.2,below average
626,Jared Dudley,2017-18,1.8,0.5,0.2,below average
631,Wayne Ellington,2017-18,2.5,0.7,0.1,below average
633,James Ennis III,2017-18,2.1,0.7,0.3,below average
634,Tyler Ennis,2017-18,1.4,0.6,0.2,below average
635,Jawun Evans,2017-18,1.6,0.8,0.1,below average
638,Dante Exum,2017-18,1.6,0.6,0.2,below average
639,Kenneth Faried,2017-18,2.7,0.4,0.4,below average
642,Cristiano Felício,2017-18,2.7,0.3,0.2,below average
643,Raymond Felton,2017-18,1.6,0.6,0.2,below average
646,Dorian Finney-Smith,2017-18,2.5,0.5,0.2,below average
650,Tim Frazier,2017-18,1.6,0.8,0.1,below average
652,Channing Frye,2017-18,2.3,0.3,0.2,below average
663,Manu Ginóbili,2017-18,1.9,0.7,0.2,below average
666,Eric Gordon,2017-18,2.1,0.6,0.4,below average
669,Jerami Grant,2017-18,2.9,0.4,1.0,below average
674,Gerald Green,2017-18,2.9,0.6,0.4,below average
676,Jeff Green,2017-18,2.4,0.5,0.4,below average
682,Montrezl Harrell,2017-18,2.7,0.5,0.7,below average
683,Devin Harris,2017-18,1.6,0.7,0.2,below average
685,Joe Harris,2017-18,2.7,0.4,0.3,below average
688,Andrew Harrison,2017-18,1.9,0.7,0.5,below average
698,Willy Hernangómez,2017-18,2.5,0.4,0.3,below average
702,Nenê,2017-18,2.3,0.5,0.3,below average
704,Solomon Hill,2017-18,2.3,0.6,0.1,below average
710,Richaun Holmes,2017-18,3.2,0.4,0.6,below average
714,Danuel House Jr.,2017-18,2.7,0.3,0.3,below average
716,Josh Huestis,2017-18,1.7,0.2,0.6,below average
727,Wes Iwundu,2017-18,1.6,0.5,0.2,below average
728,Jarrett Jack,2017-18,2.7,0.6,0.1,below average
732,Justin Jackson,2017-18,2.4,0.4,0.2,below average
733,Reggie Jackson,2017-18,2.1,0.6,0.1,below average
735,Mike James,2017-18,2.1,0.8,0.2,below average
736,Al Jefferson,2017-18,3.1,0.4,0.6,below average
738,Brandon Jennings,2017-18,1.9,0.4,0.3,below average
739,Jonas Jerebko,2017-18,2.6,0.3,0.2,below average
740,Amir Johnson,2017-18,2.8,0.6,0.6,below average
744,Joe Johnson,2017-18,2.9,0.3,0.1,below average
756,Frank Kaminsky,2017-18,3.1,0.5,0.2,below average
757,Luke Kennard,2017-18,2.1,0.6,0.2,below average
760,Maxi Kleber,2017-18,2.3,0.4,0.7,below average
762,Luke Kornet,2017-18,2.7,0.3,0.8,below average
763,Kyle Korver,2017-18,2.1,0.4,0.4,below average
767,Skal Labissière,2017-18,3.2,0.4,0.8,below average
780,Jon Leuer,2017-18,3.1,0.1,0.4,below average
782,DeAndre Liggins,2017-18,1.2,0.6,0.2,below average
785,Shaun Livingston,2017-18,1.4,0.5,0.3,below average
786,Kevon Looney,2017-18,2.0,0.5,0.8,below average
788,Robin Lopez,2017-18,2.4,0.2,0.8,below average
793,Trey Lyles,2017-18,4.0,0.4,0.5,below average
794,Shelvin Mack,2017-18,2.1,0.8,0.1,below average
796,Ian Mahinmi,2017-18,2.3,0.5,0.5,below average
797,Thon Maker,2017-18,2.0,0.5,0.7,below average
798,Boban Marjanović,2017-18,2.5,0.3,0.3,below average
800,Jarell Martin,2017-18,3.0,0.5,0.7,below average
801,Frank Mason III,2017-18,1.9,0.7,0.2,below average
806,Patrick McCaw,2017-18,1.2,0.8,0.2,below average
812,JaVale McGee,2017-18,1.7,0.3,0.9,below average
816,Ben McLemore,2017-18,1.9,0.7,0.3,below average
820,Jordan Mickey,2017-18,2.7,0.3,0.4,below average
822,C.J. Miles,2017-18,1.9,0.5,0.3,below average
825,Patty Mills,2017-18,1.6,0.7,0.1,below average
835,Eric Moreland,2017-18,2.9,0.5,0.8,below average
840,Johnathan Motley,2017-18,3.2,0.3,0.2,below average
841,Timofey Mozgov,2017-18,2.1,0.2,0.4,below average
842,Emmanuel Mudiay,2017-18,2.0,0.6,0.2,below average
851,Jameer Nelson,2017-18,1.8,0.5,0.1,below average
856,Lucas Nogueira,2017-18,1.4,0.5,0.9,below average
858,Frank Ntilikina,2017-18,1.8,0.8,0.2,below average
862,Royce O'Neale,2017-18,3.1,0.5,0.2,below average
865,Emeka Okafor,2017-18,2.8,0.3,1.0,below average
866,Jahlil Okafor,2017-18,2.3,0.1,0.6,below average
872,Zaza Pachulia,2017-18,3.4,0.6,0.2,below average
877,Chandler Parsons,2017-18,2.1,0.5,0.3,below average
878,Patrick Patterson,2017-18,2.0,0.6,0.3,below average
891,Miles Plumlee,2017-18,2.7,0.3,0.5,below average
905,Ivan Rabb,2017-18,2.9,0.3,0.4,below average
909,J.J. Redick,2017-18,2.4,0.5,0.1,below average
910,Davon Reed,2017-18,1.8,0.5,0.1,below average
911,Willie Reed,2017-18,2.0,0.2,0.5,below average
925,JaKarr Sampson,2017-18,2.6,0.4,1.0,below average
927,Tomáš Satoranský,2017-18,2.2,0.7,0.2,below average
929,Mike Scott,2017-18,2.6,0.3,0.1,below average
933,Iman Shumpert,2017-18,2.4,0.6,0.3,below average
946,Tony Snell,2017-18,1.8,0.6,0.4,below average
947,Marreese Speights,2017-18,2.2,0.2,0.4,below average
960,Miloš Teodosić,2017-18,2.4,0.5,0.1,below average
961,Jason Terry,2017-18,0.8,0.8,0.3,below average
962,Daniel Theis,2017-18,2.9,0.5,0.8,below average
966,Tristan Thompson,2017-18,4.3,0.3,0.3,below average
967,Sindarius Thornwell,2017-18,1.5,0.7,0.3,below average
968,Anthony Tolliver,2017-18,2.4,0.4,0.3,below average
971,Evan Turner,2017-18,2.7,0.6,0.4,below average
979,Noah Vonleh,2017-18,4.5,0.4,0.3,below average
1003,C.J. Williams,2017-18,1.2,0.8,0.3,below average
1010,Jamil Wilson,2017-18,1.9,0.3,0.5,below average
1014,Brandan Wright,2017-18,2.2,0.5,0.9,below average
1021,Cody Zeller,2017-18,3.3,0.4,0.6,below average
1022,Tyler Zeller,2017-18,3.0,0.2,0.5,below average
1023,Paul Zipser,2017-18,2.2,0.4,0.3,below average
1037,Kadeem Allen,2018-19,2.3,0.8,0.2,below average
1039,Justin Anderson,2018-19,1.3,0.5,0.3,below average
1046,OG Anunoby,2018-19,2.1,0.7,0.3,below average
1047,Ryan Arcidiacono,2018-19,2.4,0.8,0.0,below average
1049,D.J. Augustin,2018-19,2.0,0.6,0.0,below average
1057,J.J. Barea,2018-19,2.2,0.6,0.0,below average
1059,Will Barton,2018-19,3.9,0.4,0.5,below average
1060,Keita Bates-Diop,2018-19,2.2,0.6,0.5,below average
1063,Aron Baynes,2018-19,3.0,0.2,0.7,below average
1066,Malik Beasley,2018-19,2.0,0.7,0.1,below average
1067,Michael Beasley,2018-19,1.8,0.3,0.4,below average
1068,Marco Belinelli,2018-19,2.3,0.4,0.1,below average
1069,Jordan Bell,2018-19,1.9,0.3,0.8,below average
1071,Dragan Bender,2018-19,3.2,0.4,0.5,below average
1073,Dāvis Bertāns,2018-19,3.2,0.5,0.4,below average
1075,Khem Birch,2018-19,2.2,0.4,0.6,below average
1076,Bismack Biyombo,2018-19,3.1,0.2,0.8,below average
1080,Jaron Blossomgame,2018-19,2.7,0.3,0.3,below average
1083,Andrew Bogut,2018-19,3.9,0.3,0.7,below average
1084,Jonah Bolden,2018-19,2.7,0.4,0.9,below average
1087,Chris Boucher,2018-19,1.4,0.2,0.9,below average
1088,Avery Bradley,2018-19,2.1,0.7,0.3,below average
1096,Dillon Brooks,2018-19,1.2,0.6,0.2,below average
1098,Bruce Brown,2018-19,1.9,0.5,0.5,below average
1101,Sterling Brown,2018-19,2.7,0.4,0.1,below average
1103,Jalen Brunson,2018-19,2.0,0.5,0.1,below average
1105,Reggie Bullock,2018-19,2.4,0.6,0.2,below average
1107,Alec Burks,2018-19,3.2,0.6,0.3,below average
1115,DeMarre Carroll,2018-19,4.2,0.5,0.1,below average
1116,Jevon Carter,2018-19,1.3,0.7,0.3,below average
1117,Vince Carter,2018-19,2.1,0.6,0.4,below average
1119,Michael Carter-Williams,2018-19,1.8,0.7,0.5,below average
1121,Omri Casspi,2018-19,2.7,0.6,0.3,below average
1125,Tyson Chandler,2018-19,3.9,0.4,0.4,below average
1126,Wilson Chandler,2018-19,3.3,0.5,0.4,below average
1129,Marquese Chriss,2018-19,2.4,0.4,0.3,below average
1130,Gary Clark,2018-19,1.8,0.4,0.5,below average
1132,Jordan Clarkson,2018-19,2.3,0.7,0.2,below average
1134,Zach Collins,2018-19,2.8,0.3,0.9,below average
1136,Bonzie Colson,2018-19,2.8,0.6,0.1,below average
1138,Pat Connaughton,2018-19,3.2,0.5,0.4,below average
1142,Allen Crabbe,2018-19,3.1,0.5,0.3,below average
1143,Torrey Craig,2018-19,2.3,0.5,0.6,below average
1147,Dante Cunningham,2018-19,2.2,0.4,0.2,below average
1152,Deyonta Davis,2018-19,2.9,0.3,0.6,below average
1156,Sam Dekker,2018-19,2.0,0.8,0.1,below average
1159,Luol Deng,2018-19,2.4,0.7,0.4,below average
1164,Gorgui Dieng,2018-19,3.0,0.6,0.5,below average
1165,Spencer Dinwiddie,2018-19,2.1,0.6,0.3,below average
1166,Donte DiVincenzo,2018-19,1.8,0.5,0.2,below average
1171,Goran Dragić,2018-19,2.5,0.8,0.1,below average
1173,Jared Dudley,2018-19,2.1,0.6,0.3,below average
1178,Henry Ellenson,2018-19,3.2,0.4,0.1,below average
1181,James Ennis III,2018-19,2.1,0.7,0.4,below average
1194,Bryn Forbes,2018-19,2.7,0.5,0.0,below average
1198,Tim Frazier,2018-19,2.2,0.5,0.1,below average
1207,Pau Gasol,2018-19,3.8,0.2,0.5,below average
1211,Harry Giles,2018-19,2.7,0.5,0.4,below average
1216,Eric Gordon,2018-19,1.9,0.6,0.4,below average
1217,Marcin Gortat,2018-19,4.1,0.1,0.5,below average
1219,Treveon Graham,2018-19,2.4,0.4,0.2,below average
1221,Jerian Grant,2018-19,1.3,0.7,0.1,below average
1225,Gerald Green,2018-19,2.1,0.5,0.4,below average
1237,Joe Harris,2018-19,3.1,0.5,0.2,below average
1246,Juancho Hernangómez,2018-19,2.9,0.4,0.3,below average
1247,Willy Hernangómez,2018-19,3.3,0.3,0.3,below average
1252,Nenê,2018-19,2.1,0.4,0.4,below average
1253,George Hill,2018-19,1.8,0.9,0.1,below average
1254,Solomon Hill,2018-19,2.3,0.5,0.2,below average
1261,Rodney Hood,2018-19,1.8,0.8,0.2,below average
1263,Danuel House Jr.,2018-19,2.9,0.5,0.3,below average
1268,Chandler Hutchison,2018-19,3.5,0.5,0.1,below average
1271,Ersan İlyasova,2018-19,3.1,0.5,0.3,below average
1277,Wes Iwundu,2018-19,2.2,0.4,0.3,below average
1282,Justin Jackson,2018-19,2.1,0.4,0.2,below average
1283,Reggie Jackson,2018-19,2.1,0.7,0.1,below average
1287,Jonas Jerebko,2018-19,3.0,0.4,0.2,below average
1289,Amir Johnson,2018-19,2.0,0.3,0.3,below average
1291,James Johnson,2018-19,2.8,0.6,0.5,below average
1294,Wesley Johnson,2018-19,1.6,0.4,0.3,below average
1296,Damian Jones,2018-19,1.8,0.5,1.0,below average
1304,Frank Kaminsky,2018-19,2.6,0.3,0.3,below average
1305,Luke Kennard,2018-19,2.7,0.4,0.2,below average
1306,Michael Kidd-Gilchrist,2018-19,2.5,0.5,0.6,below average
1311,Furkan Korkmaz,2018-19,1.9,0.6,0.0,below average
1312,Luke Kornet,2018-19,2.3,0.6,0.9,below average
1313,Kyle Korver,2018-19,2.2,0.4,0.2,below average
1314,Kosta Koufos,2018-19,3.0,0.4,0.4,below average
1320,Jake Layman,2018-19,2.3,0.4,0.4,below average
1327,Meyers Leonard,2018-19,3.0,0.2,0.1,below average
1331,Jeremy Lin,2018-19,2.1,0.6,0.2,below average
1332,Shaun Livingston,2018-19,1.2,0.5,0.4,below average
1334,Kevon Looney,2018-19,2.8,0.6,0.7,below average
1336,Robin Lopez,2018-19,2.0,0.1,1.1,below average
1343,Trey Lyles,2018-19,3.2,0.5,0.4,below average
1345,Shelvin Mack,2018-19,1.5,0.8,0.1,below average
1348,Ian Mahinmi,2018-19,2.4,0.7,0.5,below average
1349,Thon Maker,2018-19,2.5,0.3,0.8,below average
1350,Boban Marjanović,2018-19,3.1,0.3,0.5,below average
1355,Wesley Matthews,2018-19,2.0,0.8,0.2,below average
1358,Patrick McCaw,2018-19,1.4,0.8,0.1,below average
1363,Rodney McGruder,2018-19,2.7,0.5,0.2,below average
1364,Alfonzo McKinnie,2018-19,2.3,0.3,0.2,below average
1366,Jordan McRae,2018-19,1.3,0.5,0.3,below average
1368,Salah Mejri,2018-19,2.6,0.3,0.7,below average
1372,C.J. Miles,2018-19,1.5,0.5,0.3,below average
1373,Darius Miller,2018-19,1.7,0.6,0.3,below average
1375,Patty Mills,2018-19,1.9,0.6,0.1,below average
1377,Shake Milton,2018-19,1.3,0.4,0.4,below average
1381,Malik Monk,2018-19,1.7,0.5,0.3,below average
1382,Greg Monroe,2018-19,2.4,0.3,0.2,below average
1383,E'Twaun Moore,2018-19,1.7,0.8,0.2,below average
1388,Monte Morris,2018-19,1.9,0.9,0.0,below average
1391,Emmanuel Mudiay,2018-19,2.8,0.7,0.3,below average
1394,Mike Muscala,2018-19,2.9,0.3,0.6,below average
1398,Shabazz Napier,2018-19,1.5,0.7,0.3,below average
1403,Dirk Nowitzki,2018-19,3.0,0.2,0.4,below average
1404,Frank Ntilikina,2018-19,1.7,0.7,0.3,below average
1407,David Nwaba,2018-19,2.4,0.7,0.3,below average
1409,Kyle O'Quinn,2018-19,2.0,0.2,0.6,below average
1411,Jahlil Okafor,2018-19,3.3,0.3,0.7,below average
1412,Elie Okobo,2018-19,1.6,0.6,0.1,below average
1418,Zaza Pachulia,2018-19,2.4,0.5,0.3,below average
1425,Cameron Payne,2018-19,1.5,0.7,0.2,below average
1431,Jakob Poeltl,2018-19,3.0,0.4,0.9,below average
1436,Norman Powell,2018-19,2.1,0.7,0.2,below average
1437,Alex Poythress,2018-19,2.2,0.2,0.5,below average
1440,Ivan Rabb,2018-19,2.8,0.3,0.3,below average
1443,J.J. Redick,2018-19,2.2,0.4,0.2,below average
1448,Austin Rivers,2018-19,1.8,0.6,0.3,below average
1449,Devin Robinson,2018-19,2.0,0.6,0.9,below average
1455,Derrick Rose,2018-19,2.1,0.6,0.2,below average
1466,Mike Scott,2018-19,2.9,0.3,0.2,below average
1468,Wayne Selden,2018-19,1.9,0.4,0.2,below average
1469,Collin Sexton,2018-19,2.2,0.5,0.1,below average
1475,Jonathon Simmons,2018-19,1.8,0.5,0.3,below average
1480,Ish Smith,2018-19,2.2,0.5,0.2,below average
1485,Ray Spalding,2018-19,2.4,0.6,0.6,below average
1486,Omari Spellman,2018-19,2.7,0.6,0.5,below average
1489,Lance Stephenson,2018-19,2.7,0.6,0.1,below average
1498,Daniel Theis,2018-19,2.1,0.3,0.6,below average
1501,Lance Thomas,2018-19,2.1,0.4,0.2,below average
1505,Anthony Tolliver,2018-19,2.5,0.3,0.3,below average
1508,Allonzo Trier,2018-19,2.6,0.4,0.2,below average
1510,Evan Turner,2018-19,4.0,0.5,0.2,below average
1521,Dion Waiters,2018-19,2.5,0.7,0.2,below average
1528,Julian Washburn,2018-19,1.8,0.7,0.1,below average
1538,Johnathan Williams,2018-19,2.1,0.3,0.3,below average
1540,Lou Williams,2018-19,2.4,0.8,0.1,below average
1543,Troy Williams,2018-19,2.2,0.5,0.4,below average
1544,D.J. Wilson,2018-19,3.7,0.4,0.4,below average
1546,Christian Wood,2018-19,3.1,0.3,0.5,below average
1554,Ante Žižić,2018-19,3.6,0.2,0.4,below average
1575,D.J. Augustin,2019-20,1.8,0.6,0.0,below average
1577,Dwayne Bacon,2019-20,2.2,0.6,0.1,below average
1585,Keita Bates-Diop,2019-20,2.3,0.4,0.5,below average
1587,Aron Baynes,2019-20,4.0,0.2,0.5,below average
1589,Darius Bazley,2019-20,3.5,0.4,0.7,below average
1591,Malik Beasley,2019-20,2.4,0.7,0.1,below average
