,player,year,drb,stl,blk,class
791,Timothé Luwawu-Cabarrot,2017-18,1.1,0.2,0.1,poor
795,Josh Magette,2017-18,0.9,0.4,0.1,poor
810,Chris McCullough,2017-18,0.9,0.0,0.3,poor
811,Doug McDermott,2017-18,2.0,0.2,0.2,poor
813,Rodney McGruder,2017-18,1.2,0.4,0.2,poor
815,Alfonzo McKinnie,2017-18,0.4,0.1,0.1,poor
818,Jodie Meeks,2017-18,1.4,0.4,0.1,poor
823,Darius Miller,2017-18,1.8,0.3,0.2,poor
824,Malcolm Miller,2017-18,0.7,0.1,0.1,poor
830,Malik Monk,2017-18,0.9,0.3,0.1,poor
843,Shabazz Muhammad,2017-18,1.2,0.2,0.1,poor
848,Abdel Nader,2017-18,1.2,0.3,0.2,poor
852,Raul Neto,2017-18,1.0,0.3,0.1,poor
853,Georges Niang,2017-18,0.7,0.2,0.0,poor
854,Joakim Noah,2017-18,1.1,0.3,0.3,poor
861,Johnny O'Bryant,2017-18,1.8,0.3,0.2,poor
864,Semi Ojeleye,2017-18,1.7,0.3,0.1,poor
870,Cedi Osman,2017-18,1.7,0.4,0.0,poor
874,Georgios Papagiannis,2017-18,1.4,0.2,0.4,poor
876,Tony Parker,2017-18,1.6,0.5,0.0,poor
880,Brandon Paul,2017-18,1.0,0.4,0.1,poor
885,Gary Payton II,2017-18,1.3,0.3,0.1,poor
887,London Perrantes,2017-18,0.2,0.1,0.1,poor
888,Alec Peters,2017-18,1.5,0.1,0.1,poor
889,Marshall Plumlee,2017-18,1.6,0.0,0.1,poor
893,Quincy Pondexter,2017-18,0.8,0.3,0.1,poor
898,Norman Powell,2017-18,1.5,0.5,0.2,poor
899,Alex Poythress,2017-18,0.4,0.1,0.0,poor
902,Rodney Purvis,2017-18,1.6,0.2,0.2,poor
903,Zhou Qi,2017-18,0.9,0.1,0.8,poor
913,Malachi Richardson,2017-18,1.1,0.4,0.0,poor
917,Glenn Robinson III,2017-18,1.1,0.6,0.0,poor
919,Derrick Rose,2017-18,0.9,0.3,0.2,poor
931,Wayne Selden,2017-18,1.1,0.5,0.1,poor
932,Ramon Sessions,2017-18,1.1,0.5,0.1,poor
938,Kobi Simmons,2017-18,1.1,0.6,0.2,poor
939,Kyle Singler,2017-18,0.8,0.1,0.0,poor
944,Jason Smith,2017-18,1.1,0.1,0.4,poor
948,Nik Stauskas,2017-18,1.5,0.2,0.1,poor
951,Julyan Stone,2017-18,1.2,0.2,0.1,poor
953,Caleb Swanigan,2017-18,1.4,0.2,0.1,poor
955,Isaiah Taylor,2017-18,1.1,0.5,0.1,poor
958,Mirza Teletović,2017-18,2.0,0.4,0.1,poor
963,Isaiah Thomas,2017-18,1.6,0.5,0.1,poor
964,Lance Thomas,2017-18,1.8,0.4,0.2,poor
978,Rashad Vaughn,2017-18,0.6,0.2,0.1,poor
986,Derrick Walton,2017-18,0.9,0.4,0.2,poor
989,Travis Wear,2017-18,2.2,0.2,0.3,poor
990,James Webb III,2017-18,1.6,0.1,0.0,poor
994,Andrew White,2017-18,2.0,0.2,0.1,poor
995,Derrick White,2017-18,1.2,0.2,0.2,poor
997,Isaiah Whitehead,2017-18,1.4,0.5,0.1,poor
1001,Damien Wilkins,2017-18,0.6,0.1,0.1,poor
1009,D.J. Wilson,2017-18,0.4,0.1,0.0,poor
1012,Jeff Withey,2017-18,1.0,0.0,0.3,poor
1016,Guerschon Yabusele,2017-18,1.1,0.1,0.2,poor
1018,Joe Young,2017-18,1.0,0.3,0.0,poor
1019,Nick Young,2017-18,1.3,0.5,0.1,poor
1024,Ante Žižić,2017-18,1.1,0.1,0.4,poor
1025,Ivica Zubac,2017-18,1.8,0.2,0.3,poor
1026,Álex Abrines,2018-19,1.4,0.5,0.2,poor
1027,Quincy Acy,2018-19,2.2,0.1,0.4,poor
1028,Jaylen Adams,2018-19,1.4,0.4,0.1,poor
1031,Deng Adel,2018-19,0.8,0.1,0.2,poor
1032,DeVaughn Akoon-Purcell,2018-19,0.4,0.3,0.0,poor
1034,Rawle Alkins,2018-19,1.5,0.1,0.0,poor
1035,Grayson Allen,2018-19,0.5,0.2,0.2,poor
1041,Ryan Anderson,2018-19,1.4,0.2,0.0,poor
1051,Dwayne Bacon,2018-19,1.9,0.3,0.1,poor
1053,Ron Baker,2018-19,0.7,0.4,0.1,poor
1054,Wade Baldwin,2018-19,0.8,0.1,0.1,poor
1062,Jerryd Bayless,2018-19,1.5,0.5,0.1,poor
1072,Dairis Bertāns,2018-19,0.6,0.1,0.0,poor
1078,Antonio Blakeney,2018-19,1.7,0.2,0.2,poor
1085,Isaac Bonga,2018-19,0.7,0.4,0.2,poor
1093,Isaiah Briscoe,2018-19,1.8,0.3,0.1,poor
1094,Ryan Broekhoff,2018-19,1.3,0.1,0.1,poor
1097,MarShon Brooks,2018-19,1.1,0.3,0.1,poor
1100,Lorenzo Brown,2018-19,1.0,0.5,0.2,poor
1102,Troy Brown Jr.,2018-19,2.1,0.4,0.1,poor
1106,Trey Burke,2018-19,1.2,0.6,0.1,poor
1108,Deonte Burton,2018-19,0.8,0.2,0.3,poor
1111,José Calderón,2018-19,1.0,0.3,0.1,poor
1113,Isaiah Canaan,2018-19,1.7,0.5,0.1,poor
1124,Tyler Cavanaugh,2018-19,0.5,0.0,0.0,poor
1128,Chris Chiozza,2018-19,0.4,0.1,0.1,poor
1131,Ian Clark,2018-19,1.3,0.4,0.1,poor
1139,Quinn Cook,2018-19,1.8,0.3,0.0,poor
1144,Jamal Crawford,2018-19,1.2,0.5,0.2,poor
1148,Seth Curry,2018-19,1.3,0.5,0.2,poor
1150,Troy Daniels,2018-19,1.2,0.5,0.1,poor
1158,Matthew Dellavedova,2018-19,1.5,0.3,0.0,poor
1161,Marcus Derrickson,2018-19,0.5,0.0,0.1,poor
1163,Hamidou Diallo,2018-19,1.2,0.4,0.2,poor
1168,Tyler Dorsey,2018-19,1.8,0.3,0.0,poor
1182,Drew Eubanks,2018-19,1.2,0.1,0.2,poor
1183,Jacob Evans,2018-19,0.6,0.2,0.1,poor
1184,Jawun Evans,2018-19,1.4,0.4,0.0,poor
1186,Dante Exum,2018-19,1.2,0.3,0.1,poor
1189,Cristiano Felício,2018-19,2.3,0.2,0.1,poor
1190,Raymond Felton,2018-19,0.9,0.3,0.2,poor
1191,Terrance Ferguson,2018-19,1.5,0.5,0.2,poor
1192,Yogi Ferrell,2018-19,1.4,0.5,0.1,poor
1197,Melvin Frazier,2018-19,0.2,0.1,0.0,poor
1201,Channing Frye,2018-19,1.3,0.2,0.1,poor
1204,Langston Galloway,2018-19,1.5,0.5,0.1,poor
1214,Brandon Goodwin,2018-19,0.1,0.0,0.0,poor
1218,Devonte' Graham,2018-19,1.2,0.5,0.0,poor
1229,Daniel Hamilton,2018-19,1.9,0.3,0.1,poor
1235,Devin Harris,2018-19,1.5,0.5,0.2,poor
1239,Andrew Harrison,2018-19,0.8,0.2,0.1,poor
1242,Isaiah Hartenstein,2018-19,0.9,0.3,0.4,poor
1243,Udonis Haslem,2018-19,2.4,0.0,0.0,poor
1255,Aaron Holiday,2018-19,1.2,0.4,0.3,poor
1279,Frank Jackson,2018-19,1.8,0.4,0.0,poor
1285,Amile Jefferson,2018-19,1.3,0.3,0.3,poor
1286,John Jenkins,2018-19,1.2,0.0,0.1,poor
1288,Alize Johnson,2018-19,1.1,0.1,0.2,poor
1290,B.J. Johnson,2018-19,0.9,0.3,0.0,poor
1298,Jalen Jones,2018-19,1.4,0.6,0.1,poor
1309,Brandon Knight,2018-19,1.3,0.5,0.1,poor
1317,Skal Labissière,2018-19,1.5,0.2,0.3,poor
1321,T.J. Leaf,2018-19,1.4,0.2,0.3,poor
1322,Courtney Lee,2018-19,1.3,0.6,0.1,poor
1323,Damion Lee,2018-19,1.8,0.4,0.0,poor
1328,Jon Leuer,2018-19,1.7,0.3,0.1,poor
1339,Jordan Loyd,2018-19,0.7,0.0,0.0,poor
1341,Timothé Luwawu-Cabarrot,2018-19,1.7,0.4,0.2,poor
1342,Tyler Lydon,2018-19,0.4,0.1,0.0,poor
1346,Daryl Macon,2018-19,1.3,0.1,0.0,poor
1352,Jarell Martin,2018-19,1.5,0.1,0.2,poor
1353,Frank Mason III,2018-19,1.0,0.4,0.1,poor
1361,Doug McDermott,2018-19,1.2,0.2,0.1,poor
1365,Ben McLemore,2018-19,0.7,0.3,0.2,poor
1367,Jodie Meeks,2018-19,1.4,0.1,0.1,poor
1370,Chimezie Metu,2018-19,0.9,0.2,0.1,poor
1374,Malcolm Miller,2018-19,0.4,0.1,0.1,poor
1380,Naz Mitrou-Long,2018-19,0.4,0.1,0.1,poor
1390,Johnathan Motley,2018-19,1.5,0.2,0.1,poor
1393,Džanan Musa,2018-19,0.4,0.2,0.0,poor
1395,Svi Mykhailiuk,2018-19,0.6,0.3,0.0,poor
1396,Abdel Nader,2018-19,1.7,0.3,0.2,poor
1399,Raul Neto,2018-19,1.5,0.4,0.1,poor
1400,Georges Niang,2018-19,1.3,0.2,0.1,poor
1405,James Nunnally,2018-19,0.3,0.1,0.0,poor
1410,Semi Ojeleye,2018-19,1.1,0.2,0.1,poor
1420,Tony Parker,2018-19,1.2,0.4,0.1,poor
1422,Patrick Patterson,2018-19,1.7,0.3,0.2,poor
1428,Theo Pinson,2018-19,1.8,0.3,0.0,poor
1430,Miles Plumlee,2018-19,1.3,0.3,0.2,poor
1432,Quincy Pondexter,2018-19,0.7,0.2,0.0,poor
1441,Chasson Randle,2018-19,0.9,0.5,0.1,poor
1444,Davon Reed,2018-19,0.4,0.1,0.0,poor
1445,Cameron Reynolds,2018-19,1.4,0.3,0.1,poor
1447,Malachi Richardson,2018-19,0.5,0.0,0.0,poor
1450,Duncan Robinson,2018-19,1.1,0.3,0.0,poor
1451,Glenn Robinson III,2018-19,1.1,0.3,0.2,poor
1452,Jerome Robinson,2018-19,1.2,0.3,0.1,poor
1461,Brandon Sampson,2018-19,0.9,0.6,0.2,poor
1470,Landry Shamet,2018-19,1.4,0.5,0.1,poor
1477,Anfernee Simons,2018-19,0.5,0.1,0.0,poor
1482,Jason Smith,2018-19,1.8,0.2,0.4,poor
1484,Tony Snell,2018-19,1.7,0.4,0.2,poor
1487,Nik Stauskas,2018-19,1.6,0.3,0.1,poor
1490,Edmond Sumner,2018-19,0.7,0.5,0.2,poor
1491,Caleb Swanigan,2018-19,2.2,0.3,0.0,poor
1495,Miloš Teodosić,2018-19,0.9,0.2,0.1,poor
1496,Jared Terrell,2018-19,0.4,0.2,0.1,poor
1499,Isaiah Thomas,2018-19,0.7,0.4,0.1,poor
1500,Khyri Thomas,2018-19,0.6,0.3,0.2,poor
1504,Sindarius Thornwell,2018-19,0.6,0.2,0.1,poor
1507,Gary Trent Jr.,2018-19,0.7,0.1,0.1,poor
1512,Ekpe Udoh,2018-19,1.2,0.2,0.6,poor
1515,Jarred Vanderbilt,2018-19,0.9,0.4,0.1,poor
1520,Moritz Wagner,2018-19,1.6,0.3,0.3,poor
1523,Lonnie Walker IV,2018-19,1.0,0.4,0.2,poor
1525,Tyrone Wallace,2018-19,1.3,0.3,0.1,poor
1526,Brad Wanamaker,2018-19,1.1,0.3,0.1,poor
1529,Yuta Watanabe,2018-19,1.8,0.3,0.1,poor
1530,Thomas Welsh,2018-19,0.4,0.0,0.0,poor
1537,C.J. Williams,2018-19,0.5,0.4,0.0,poor
1548,Guerschon Yabusele,2018-19,0.7,0.2,0.2,poor
1560,Nickeil Alexander-Walker,2019-20,1.6,0.4,0.2,poor
1561,Grayson Allen,2019-20,2.0,0.3,0.1,poor
1563,Kadeem Allen,2019-20,0.7,0.5,0.2,poor
1565,Justin Anderson,2019-20,2.0,0.0,0.6,poor
1570,Thanasis Antetokounmpo,2019-20,0.6,0.4,0.1,poor
1573,Ryan Arcidiacono,2019-20,1.6,0.5,0.1,poor
1581,J.J. Barea,2019-20,1.5,0.2,0.1,poor
1592,Marco Belinelli,2019-20,1.6,0.2,0.0,poor
1593,Jordan Bell,2019-20,1.8,0.1,0.3,poor
1606,Jonah Bolden,2019-20,0.9,0.4,0.3,poor
1608,Jordan Bone,2019-20,0.4,0.1,0.0,poor
1617,Ignas Brazdeikis,2019-20,0.3,0.0,0.1,poor
1621,Oshae Brissett,2019-20,0.9,0.2,0.1,poor
1626,Charlie Brown Jr.,2019-20,0.2,0.2,0.2,poor
1628,Moses Brown,2019-20,1.2,0.1,0.1,poor
1631,Jalen Brunson,2019-20,2.0,0.4,0.1,poor
1634,Trey Burke,2019-20,1.0,0.5,0.1,poor
1636,Deonte Burton,2019-20,1.3,0.2,0.3,poor
1641,Vlatko Čančar,2019-20,0.4,0.1,0.1,poor
1643,DeMarre Carroll,2019-20,1.8,0.3,0.2,poor
1650,Tyson Chandler,2019-20,1.6,0.2,0.3,poor
1656,Gary Clark,2019-20,1.7,0.1,0.5,poor
1659,Nic Claxton,2019-20,1.7,0.1,0.5,poor
1660,Chris Clemons,2019-20,0.8,0.3,0.2,poor
1661,Antonius Cleveland,2019-20,0.5,0.1,0.3,poor
1662,Amir Coffey,2019-20,0.7,0.3,0.1,poor
1667,Quinn Cook,2019-20,0.9,0.3,0.0,poor
1668,Tyler Cook,2019-20,0.6,0.2,0.0,poor
1670,Allen Crabbe,2019-20,1.8,0.4,0.1,poor
1677,Troy Daniels,2019-20,0.9,0.2,0.1,poor
1682,Matthew Dellavedova,2019-20,1.0,0.4,0.0,poor
1684,Cheick Diallo,2019-20,2.1,0.2,0.3,poor
1691,Damyean Dotson,2019-20,1.7,0.5,0.1,poor
1696,Jared Dudley,2019-20,1.0,0.3,0.1,poor
1698,Carsen Edwards,2019-20,1.1,0.3,0.1,poor
1700,Wayne Ellington,2019-20,1.7,0.4,0.1,poor
1704,Jacob Evans,2019-20,1.1,0.4,0.4,poor
1705,Dante Exum,2019-20,1.6,0.4,0.2,poor
1709,Terrance Ferguson,2019-20,0.9,0.5,0.3,poor
1711,Yogi Ferrell,2019-20,0.9,0.4,0.1,poor
1713,Bryn Forbes,2019-20,1.8,0.5,0.0,poor
1716,Melvin Frazier,2019-20,0.4,0.5,0.1,poor
1717,Michael Frazier,2019-20,0.7,0.2,0.0,poor
1718,Tim Frazier,2019-20,0.9,0.5,0.1,poor
1721,Wenyen Gabriel,2019-20,1.0,0.4,0.2,poor
1733,Brandon Goodwin,2019-20,1.8,0.4,0.1,poor
1737,Treveon Graham,2019-20,1.8,0.4,0.1,poor
1744,Javonte Green,2019-20,1.4,0.5,0.2,poor
1747,Marko Guduric,2019-20,1.3,0.3,0.2,poor
1750,Devon Hall,2019-20,0.5,0.4,0.1,poor
1772,Kevin Hervey,2019-20,1.1,0.1,0.1,poor
1777,Jaylen Hoard,2019-20,1.4,0.4,0.0,poor
1800,Frank Jackson,2019-20,1.0,0.3,0.1,poor
1803,Justin Jackson,2019-20,2.0,0.2,0.2,poor
1805,Justin James,2019-20,0.7,0.2,0.3,poor
1807,Amile Jefferson,2019-20,0.7,0.1,0.2,poor
1808,DaQuan Jeffries,2019-20,1.2,0.3,0.1,poor
1809,Ty Jerome,2019-20,1.3,0.5,0.1,poor
1810,Alize Johnson,2019-20,1.9,0.2,0.1,poor
1811,B.J. Johnson,2019-20,1.2,0.3,0.0,poor
1815,Stanley Johnson,2019-20,1.2,0.2,0.2,poor
1816,Tyler Johnson,2019-20,1.5,0.4,0.2,poor
1823,Mfiondu Kabengele,2019-20,0.8,0.2,0.2,poor
1827,Michael Kidd-Gilchrist,2019-20,2.1,0.1,0.2,poor
1828,Louis King,2019-20,0.9,0.2,0.0,poor
1830,Brandon Knight,2019-20,1.5,0.4,0.1,poor
1832,John Konchar,2019-20,1.5,0.4,0.2,poor
1835,Kyle Korver,2019-20,1.8,0.4,0.2,poor
1840,Romeo Langford,2019-20,0.8,0.3,0.3,poor
1842,Vic Law,2019-20,1.1,0.3,0.0,poor
1844,T.J. Leaf,2019-20,1.7,0.4,0.1,poor
1853,Nassir Little,2019-20,1.6,0.3,0.3,poor
1859,Timothé Luwawu-Cabarrot,2019-20,2.1,0.4,0.1,poor
1863,Josh Magette,2019-20,0.6,0.4,0.1,poor
1866,Terance Mann,2019-20,1.1,0.3,0.1,poor
1874,Garrison Mathews,2019-20,1.0,0.4,0.1,poor
1881,Doug McDermott,2019-20,2.1,0.2,0.1,poor
1890,Chimezie Metu,2019-20,1.2,0.2,0.3,poor
1894,Malcolm Miller,2019-20,0.5,0.2,0.1,poor
1900,Adam Mokoka,2019-20,0.3,0.4,0.0,poor
1905,Juwan Morgan,2019-20,0.9,0.0,0.1,poor
1909,Johnathan Motley,2019-20,0.5,0.2,0.0,poor
1914,Džanan Musa,2019-20,1.6,0.4,0.0,poor
1915,Mike Muscala,2019-20,2.0,0.2,0.3,poor
1920,Raul Neto,2019-20,0.9,0.4,0.1,poor
1922,Georges Niang,2019-20,1.7,0.3,0.1,poor
1926,Jaylen Nowell,2019-20,0.7,0.2,0.1,poor
1933,Semi Ojeleye,2019-20,1.7,0.3,0.1,poor
1935,Elie Okobo,2019-20,1.3,0.4,0.1,poor
1940,Miye Oni,2019-20,1.2,0.4,0.2,poor
1949,Patrick Patterson,2019-20,2.0,0.1,0.1,poor
1956,Theo Pinson,2019-20,1.3,0.5,0.1,poor
1959,Vincent Poirier,2019-20,1.4,0.1,0.4,poor
1982,Justin Robinson,2019-20,0.4,0.0,0.1,poor
1996,Admiral Schofield,2019-20,1.2,0.2,0.1,poor
2001,Landry Shamet,2019-20,1.8,0.4,0.2,poor
2005,Chris Silva,2019-20,1.5,0.2,0.5,poor
2007,Anfernee Simons,2019-20,1.8,0.4,0.1,poor
2008,Alen Smailagić,2019-20,1.2,0.2,0.3,poor
2013,Zhaire Smith,2019-20,0.3,0.4,0.0,poor
2017,Edmond Sumner,2019-20,1.1,0.5,0.3,poor
2023,Isaiah Thomas,2019-20,1.4,0.3,0.2,poor
2024,Khyri Thomas,2019-20,0.0,0.4,0.0,poor
2025,Lance Thomas,2019-20,1.6,0.0,0.0,poor
2026,Matt Thomas,2019-20,1.3,0.2,0.0,poor
2034,Allonzo Trier,2019-20,1.0,0.1,0.2,poor
2036,Rayjon Tucker,2019-20,0.9,0.1,0.1,poor
2039,Jarrod Uthoff,2019-20,0.6,0.1,0.0,poor
2042,Jarred Vanderbilt,2019-20,0.5,0.3,0.1,poor
2044,Gabe Vincent,2019-20,0.6,0.6,0.0,poor
2047,Dean Wade,2019-20,1.3,0.2,0.3,poor
2052,Tyrone Wallace,2019-20,1.4,0.5,0.1,poor
2053,Derrick Walton,2019-20,0.5,0.3,0.0,poor
2057,Yuta Watanabe,2019-20,0.7,0.3,0.1,poor
2059,Paul Watson,2019-20,1.5,0.4,0.1,poor
2060,Quinndary Weatherspoon,2019-20,0.5,0.3,0.1,poor
2072,Nigel Williams-Goss,2019-20,0.4,0.3,0.1,poor
2074,D.J. Wilson,2019-20,2.2,0.1,0.1,poor
2090,Ty-Shon Alexander,2020-21,0.5,0.0,0.1,poor
2097,Kostas Antetokounmpo,2020-21,1.0,0.1,0.3,poor
2098,Thanasis Antetokounmpo,2020-21,1.2,0.4,0.2,poor
2102,Ryan Arcidiacono,2020-21,1.4,0.2,0.0,poor
2104,D.J. Augustin,2020-21,1.3,0.5,0.0,poor
2107,Udoka Azubuike,2020-21,0.6,0.1,0.3,poor
2117,Keita Bates-Diop,2020-21,1.3,0.4,0.2,poor
2129,Tyler Bey,2020-21,0.6,0.0,0.1,poor
2135,Keljin Blevins,2020-21,0.4,0.1,0.0,poor
2138,Bol Bol,2020-21,0.8,0.1,0.3,poor
2140,Jordan Bone,2020-21,1.4,0.1,0.0,poor
2141,Isaac Bonga,2020-21,1.2,0.3,0.2,poor
2147,Jarrell Brantley,2020-21,0.6,0.3,0.1,poor
2157,Charlie Brown Jr.,2020-21,1.6,0.4,0.2,poor
2166,Trey Burke,2020-21,0.7,0.6,0.1,poor
2170,Devontae Cacok,2020-21,1.0,0.3,0.2,poor
2173,Vlatko Čančar,2020-21,1.0,0.3,0.0,poor
2174,Devin Cannady,2020-21,0.6,0.6,0.1,poor
2176,Vernon Carey Jr.,2020-21,1.1,0.1,0.3,poor
2177,Jevon Carter,2020-21,1.3,0.5,0.2,poor
2182,Chris Chiozza,2020-21,1.0,0.3,0.3,poor
2184,Gary Clark,2020-21,2.1,0.3,0.2,poor
2188,Amir Coffey,2020-21,0.8,0.2,0.0,poor
2192,Quinn Cook,2020-21,0.7,0.2,0.0,poor
2193,Tyler Cook,2020-21,2.1,0.3,0.1,poor
2201,Nate Darling,2020-21,0.0,0.0,0.1,poor
2207,Matthew Dellavedova,2020-21,1.4,0.3,0.1,poor
2216,Damyean Dotson,2020-21,1.9,0.3,0.1,poor
2217,Devon Dotson,2020-21,0.3,0.4,0.0,poor
2222,Jared Dudley,2020-21,1.4,0.1,0.1,poor
2226,Carsen Edwards,2020-21,0.7,0.2,0.0,poor
2227,CJ Elleby,2020-21,0.7,0.2,0.1,poor
2229,Wayne Ellington,2020-21,1.6,0.4,0.2,poor
2236,Cristiano Felício,2020-21,0.9,0.2,0.0,poor
2237,Terrance Ferguson,2020-21,0.1,0.1,0.0,poor
2238,Bruno Fernando,2020-21,1.9,0.1,0.1,poor
2243,Bryn Forbes,2020-21,1.4,0.3,0.0,poor
2244,Trent Forrest,2020-21,1.1,0.3,0.1,poor
2247,Robert Franks,2020-21,1.1,0.4,0.4,poor
2254,Langston Galloway,2020-21,0.9,0.2,0.0,poor
2262,Anthony Gill,2020-21,1.3,0.4,0.2,poor
2265,Brandon Goodwin,2020-21,1.3,0.4,0.0,poor
2273,Javonte Green,2020-21,1.1,0.7,0.1,poor
2275,Josh Green,2020-21,1.3,0.4,0.1,poor
2277,Kyle Guy,2020-21,1.0,0.2,0.0,poor
2282,Josh Hall,2020-21,2.5,0.2,0.0,poor
2290,Jalen Harris,2020-21,1.2,0.6,0.0,poor
2293,Shaquille Harrison,2020-21,1.2,0.5,0.1,poor
2306,Nate Hinton,2020-21,0.4,0.3,0.1,poor
2311,Rondae Hollis-Jefferson,2020-21,1.4,0.2,0.4,poor
2313,Rodney Hood,2020-21,1.5,0.4,0.1,poor
2318,Markus Howard,2020-21,0.5,0.1,0.0,poor
2320,Elijah Hughes,2020-21,0.4,0.1,0.1,poor
2329,Wes Iwundu,2020-21,1.8,0.4,0.1,poor
2330,Frank Jackson,2020-21,1.8,0.4,0.0,poor
2333,Justin Jackson,2020-21,1.8,0.4,0.1,poor
2335,Justin James,2020-21,0.6,0.2,0.1,poor
2340,Isaiah Joe,2020-21,0.7,0.3,0.1,poor
2346,Tyler Johnson,2020-21,1.8,0.4,0.0,poor
2350,Mason Jones,2020-21,1.5,0.2,0.0,poor
2351,Tre Jones,2020-21,0.4,0.2,0.0,poor
2355,Mfiondu Kabengele,2020-21,1.2,0.2,0.3,poor
2360,Nathan Knight,2020-21,1.4,0.3,0.3,poor
2361,Kevin Knox,2020-21,1.2,0.3,0.1,poor
2365,Rodions Kurucs,2020-21,0.9,0.4,0.2,poor
2367,Anthony Lamb,2020-21,1.8,0.3,0.2,poor
2369,Romeo Langford,2020-21,1.3,0.3,0.3,poor
2372,T.J. Leaf,2020-21,0.7,0.3,0.1,poor
2382,Nassir Little,2020-21,2.0,0.1,0.3,poor
2392,Thon Maker,2020-21,1.3,0.3,0.5,poor
2394,Karim Mané,2020-21,1.3,0.0,0.2,poor
2396,Nico Mannion,2020-21,1.3,0.5,0.0,poor
2397,Boban Marjanović,2020-21,2.5,0.1,0.2,poor
2402,Jeremiah Martin,2020-21,0.6,0.6,0.2,poor
2403,Kelan Martin,2020-21,1.7,0.3,0.3,poor
2406,Garrison Mathews,2020-21,1.1,0.5,0.1,poor
2407,Dakota Mathias,2020-21,0.8,0.1,0.4,poor
2409,Tyrese Maxey,2020-21,1.5,0.4,0.2,poor
2410,Skylar Mays,2020-21,0.8,0.4,0.1,poor
2416,Doug McDermott,2020-21,2.4,0.3,0.1,poor
2417,Sean McDermott,2020-21,0.7,0.1,0.2,poor
2419,Rodney McGruder,2020-21,0.9,0.5,0.1,poor
2420,Alfonzo McKinnie,2020-21,0.8,0.2,0.0,poor
2422,Ben McLemore,2020-21,1.6,0.4,0.2,poor
2423,Nicolò Melli,2020-21,2.1,0.3,0.1,poor
2425,Sam Merrill,2020-21,0.8,0.3,0.0,poor
2429,Patty Mills,2020-21,1.4,0.6,0.0,poor
2433,Adam Mokoka,2020-21,0.3,0.1,0.1,poor
2435,E'Twaun Moore,2020-21,1.1,0.6,0.2,poor
2437,Juwan Morgan,2020-21,0.7,0.1,0.0,poor
2441,Mychal Mulder,2020-21,0.9,0.2,0.2,poor
2450,Georges Niang,2020-21,2.1,0.3,0.1,poor
2451,Zeke Nnaji,2020-21,1.2,0.2,0.1,poor
2454,Frank Ntilikina,2020-21,0.8,0.5,0.1,poor
2456,James Nunnally,2020-21,0.8,0.0,0.0,poor
2461,Semi Ojeleye,2020-21,2.1,0.3,0.0,poor
2462,Jahlil Okafor,2020-21,1.6,0.2,0.2,poor
2467,KZ Okpala,2020-21,1.3,0.3,0.3,poor
2471,Miye Oni,2020-21,1.1,0.2,0.1,poor
2473,Daniel Oturu,2020-21,0.9,0.1,0.2,poor
2478,Patrick Patterson,2020-21,1.5,0.4,0.2,poor
2483,Gary Payton II,2020-21,0.9,0.6,0.1,poor
2484,Norvel Pelle,2020-21,1.0,0.1,0.7,poor
2485,Reggie Perry,2020-21,1.8,0.2,0.2,poor
2489,Vincent Poirier,2020-21,0.8,0.0,0.3,poor
2491,Jordan Poole,2020-21,1.5,0.5,0.2,poor
2492,Jontay Porter,2020-21,0.9,0.3,0.1,poor
2503,Jahmi'us Ramsey,2020-21,0.6,0.3,0.1,poor
2507,J.J. Redick,2020-21,1.4,0.3,0.1,poor
2511,Nick Richards,2020-21,0.4,0.0,0.0,poor
2513,Grant Riller,2020-21,0.1,0.1,0.0,poor
2517,Glenn Robinson III,2020-21,1.5,0.2,0.1,poor
2519,Justin Robinson,2020-21,0.7,0.3,0.0,poor
2529,Luka Šamanić,2020-21,1.6,0.2,0.2,poor
2530,JaKarr Sampson,2020-21,1.7,0.1,0.5,poor
2540,Chris Silva,2020-21,1.3,0.1,0.4,poor
2542,Anfernee Simons,2020-21,2.0,0.3,0.1,poor
2543,Deividas Sirvydis,2020-21,1.5,0.1,0.0,poor
2544,Alen Smailagić,2020-21,0.7,0.2,0.3,poor
2548,Jalen Smith,2020-21,1.1,0.0,0.2,poor
2549,Tony Snell,2020-21,2.0,0.3,0.2,poor
2551,Cassius Stanley,2020-21,0.5,0.0,0.1,poor
2554,Max Strus,2020-21,0.9,0.3,0.1,poor
2560,Tyrell Terry,2020-21,0.5,0.5,0.0,poor
2565,Matt Thomas,2020-21,0.8,0.1,0.0,poor
2567,Sindarius Thornwell,2020-21,0.7,0.6,0.1,poor
2569,Killian Tillie,2020-21,1.0,0.3,0.4,poor
2571,Anthony Tolliver,2020-21,0.6,0.3,0.2,poor
2572,Obi Toppin,2020-21,1.8,0.3,0.2,poor
2574,Axel Toupane,2020-21,0.8,0.3,0.4,poor
2578,Rayjon Tucker,2020-21,0.7,0.1,0.0,poor
2586,Gabe Vincent,2020-21,0.9,0.4,0.0,poor
2598,Tremont Waters,2020-21,0.6,0.6,0.0,poor
2599,Paul Watson,2020-21,1.5,0.2,0.1,poor
2600,Quinndary Weatherspoon,2020-21,0.4,0.4,0.1,poor
2616,Cassius Winston,2020-21,0.4,0.1,0.0,poor
2619,Robert Woodard II,2020-21,0.9,0.0,0.2,poor
