,player,year,g,mp,per,bpm,vorp,class
1470,Cedi Osman,2019-20,65.0,29.4,10.7,-2.6,-0.3,below average
1471,Jordan Poole,2019-20,57.0,22.4,7.2,-6.6,-1.5,below average
1472,Kevin Porter Jr.,2019-20,50.0,23.2,10.8,-3.8,-0.5,below average
1473,Taurean Prince,2019-20,64.0,29.0,9.1,-2.9,-0.4,below average
1474,Cam Reddish,2019-20,58.0,26.7,9.0,-4.2,-0.9,below average
1475,Austin Rivers,2019-20,68.0,23.4,10.4,-2.5,-0.2,below average
1476,Jerome Robinson,2019-20,63.0,15.5,7.4,-3.9,-0.5,below average
1477,Landry Shamet,2019-20,53.0,27.4,8.5,-2.1,0.0,below average
1478,Anfernee Simons,2019-20,70.0,20.7,9.0,-4.5,-0.9,below average
1479,Isaiah Thomas,2019-20,40.0,23.1,11.6,-4.4,-0.5,below average
1480,Anthony Tolliver,2019-20,55.0,15.9,7.0,-3.2,-0.3,below average
1481,Lonnie Walker IV,2019-20,61.0,16.2,10.5,-3.5,-0.4,below average
1482,Coby White,2019-20,65.0,25.8,11.9,-2.9,-0.4,below average
1483,Grant Williams,2019-20,69.0,15.1,7.9,-2.7,-0.2,below average
1484,Kenrich Williams,2019-20,39.0,21.3,7.5,-2.4,-0.1,below average
1485,Precious Achiuwa,2020-21,61.0,12.1,14.2,-4.1,-0.4,below average
1486,Thanasis Antetokounmpo,2020-21,57.0,9.7,10.3,-3.5,-0.2,below average
1487,Cole Anthony,2020-21,47.0,27.1,12.1,-3.3,-0.4,below average
1488,Deni Avdija,2020-21,54.0,23.3,7.6,-3.1,-0.4,below average
1489,Dwayne Bacon,2020-21,72.0,25.7,9.9,-5.1,-1.5,below average
1490,Aron Baynes,2020-21,53.0,18.5,10.5,-4.5,-0.6,below average
1491,Darius Bazley,2020-21,55.0,31.2,9.7,-4.4,-1.0,below average
1492,Bismack Biyombo,2020-21,66.0,20.4,11.7,-3.0,-0.4,below average
1493,Dillon Brooks,2020-21,67.0,29.8,12.1,-3.7,-0.9,below average
1494,Luguentz Dort,2020-21,52.0,29.7,10.1,-3.5,-0.6,below average
1495,Damyean Dotson,2020-21,46.0,19.7,8.1,-4.8,-0.6,below average
1496,PJ Dozier,2020-21,50.0,21.8,10.4,-2.6,-0.2,below average
1497,Malachi Flynn,2020-21,47.0,19.7,10.9,-2.6,-0.1,below average
1498,Brandon Goodwin,2020-21,47.0,13.2,9.2,-3.1,-0.2,below average
1499,Rui Hachimura,2020-21,57.0,31.5,11.4,-3.1,-0.5,below average
1500,R.J. Hampton,2020-21,51.0,17.4,11.1,-3.8,-0.4,below average
1501,Gary Harris,2020-21,39.0,27.7,9.1,-4.2,-0.6,below average
1502,Juancho Hernangómez,2020-21,52.0,17.3,12.1,-2.9,-0.2,below average
1503,Solomon Hill,2020-21,71.0,21.3,6.7,-2.5,-0.2,below average
1504,Aaron Holiday,2020-21,66.0,17.8,9.2,-4.2,-0.7,below average
1505,Danuel House Jr.,2020-21,36.0,25.9,9.1,-3.5,-0.3,below average
1506,Josh Jackson,2020-21,62.0,25.2,12.0,-3.0,-0.4,below average
1507,Stanley Johnson,2020-21,61.0,16.5,8.8,-2.5,-0.1,below average
1508,Kira Lewis Jr.,2020-21,54.0,16.7,10.3,-3.4,-0.3,below average
1509,Timothé Luwawu-Cabarrot,2020-21,58.0,18.1,7.8,-4.4,-0.6,below average
1510,Théo Maledon,2020-21,65.0,27.4,8.2,-5.0,-1.3,below average
1511,Caleb Martin,2020-21,53.0,15.4,9.5,-3.4,-0.3,below average
1512,Cody Martin,2020-21,52.0,16.3,10.6,-2.0,0.0,below average
1513,Wesley Matthews,2020-21,58.0,19.5,7.2,-1.7,0.1,below average
1514,Jaden McDaniels,2020-21,63.0,24.0,8.9,-3.5,-0.6,below average
1515,Jalen McDaniels,2020-21,47.0,19.2,11.4,-3.2,-0.3,below average
1516,Ben McLemore,2020-21,53.0,17.1,8.5,-3.9,-0.4,below average
1517,Markieff Morris,2020-21,61.0,19.7,9.3,-2.6,-0.2,below average
1518,Svi Mykhailiuk,2020-21,66.0,20.1,10.4,-2.6,-0.2,below average
1519,Aaron Nesmith,2020-21,46.0,14.5,9.4,-3.2,-0.2,below average
1520,Jaylen Nowell,2020-21,42.0,18.1,12.3,-2.8,-0.2,below average
1521,Semi Ojeleye,2020-21,56.0,17.0,8.3,-2.4,-0.1,below average
1522,Josh Okogie,2020-21,59.0,20.3,9.1,-3.3,-0.4,below average
1523,Isaac Okoro,2020-21,67.0,32.4,7.9,-5.1,-1.7,below average
1524,Miye Oni,2020-21,54.0,9.6,6.4,-1.7,0.0,below average
1525,Cedi Osman,2020-21,59.0,25.6,10.3,-3.2,-0.5,below average
1526,Elfrid Payton,2020-21,63.0,23.6,11.7,-3.0,-0.4,below average
1527,Kevin Porter Jr.,2020-21,26.0,32.1,12.5,-3.5,-0.3,below average
1528,Cam Reddish,2020-21,26.0,28.8,9.3,-3.2,-0.2,below average
1529,J.J. Redick,2020-21,44.0,16.4,9.9,-3.5,-0.3,below average
1530,Austin Rivers,2020-21,36.0,23.5,9.9,-1.9,0.0,below average
1531,Isaiah Roby,2020-21,61.0,23.4,11.9,-3.3,-0.5,below average
1532,Mike Scott,2020-21,51.0,16.7,6.8,-2.8,-0.2,below average
1533,Landry Shamet,2020-21,61.0,23.0,10.3,-2.4,-0.2,below average
1534,Edmond Sumner,2020-21,53.0,16.2,12.7,-2.8,-0.2,below average
1535,Garrett Temple,2020-21,56.0,27.3,8.2,-3.1,-0.4,below average
1536,P.J. Tucker,2020-21,52.0,26.1,5.5,-4.1,-0.7,below average
1537,Denzel Valentine,2020-21,62.0,16.7,10.1,-2.7,-0.2,below average
1538,Lonnie Walker IV,2020-21,60.0,25.4,9.8,-3.7,-0.7,below average
1539,Brad Wanamaker,2020-21,61.0,17.3,9.5,-4.0,-0.5,below average
1540,Grant Williams,2020-21,63.0,18.1,7.5,-3.7,-0.5,below average
1541,James Wiseman,2020-21,39.0,21.4,13.1,-5.0,-0.6,below average
1542,Quincy Acy,2016-17,38.0,14.7,11.8,-2.1,0.0,below average
1543,Alexis Ajinça,2016-17,39.0,15.0,12.9,-3.3,-0.2,below average
1544,Cole Aldrich,2016-17,62.0,8.6,12.7,-0.8,0.2,below average
1545,Joel Anthony,2016-17,19.0,6.4,11.6,-2.1,0.0,below average
1546,Darrell Arthur,2016-17,41.0,15.6,12.8,-0.1,0.3,below average
1547,J.J. Barea,2016-17,35.0,22.0,17.2,1.5,0.7,below average
1548,Brandon Bass,2016-17,52.0,11.1,19.7,0.4,0.4,below average
1549,Malik Beasley,2016-17,22.0,7.5,13.7,-0.6,0.1,below average
1550,Michael Beasley,2016-17,56.0,16.7,17.8,-0.8,0.3,below average
1551,Anthony Bennett,2016-17,23.0,11.5,14.7,-1.4,0.0,below average
1552,Joel Bolomboy,2016-17,12.0,4.4,19.7,3.4,0.1,below average
1553,Nicolás Brussino,2016-17,54.0,9.6,10.7,-1.6,0.1,below average
1554,Reggie Bullock,2016-17,31.0,15.1,11.7,0.3,0.3,below average
1555,Alec Burks,2016-17,42.0,15.5,11.6,-2.3,0.0,below average
1556,Bruno Caboclo,2016-17,9.0,4.4,14.6,1.0,0.0,below average
1557,Nick Collison,2016-17,20.0,6.4,12.9,-0.2,0.1,below average
1558,Pat Connaughton,2016-17,39.0,8.1,11.8,-0.7,0.1,below average
1559,Jordan Crawford,2016-17,19.0,23.3,17.6,1.3,0.4,below average
1560,Cheick Diallo,2016-17,17.0,11.7,16.8,-3.7,-0.1,below average
1561,Toney Douglas,2016-17,24.0,16.4,10.6,-1.5,0.1,below average
1562,Tyreke Evans,2016-17,40.0,19.7,15.5,0.4,0.5,below average
1563,Kay Felder,2016-17,42.0,9.2,11.4,-2.4,0.0,below average
1564,Archie Goodwin,2016-17,15.0,14.3,18.7,1.9,0.2,below average
1565,Treveon Graham,2016-17,27.0,7.0,10.6,-1.0,0.1,below average
1566,Gerald Green,2016-17,47.0,11.4,11.9,-3.0,-0.1,below average
1567,Spencer Hawes,2016-17,54.0,14.8,15.6,0.5,0.5,below average
1568,Roy Hibbert,2016-17,48.0,14.2,13.5,-2.3,0.0,below average
1569,Derrick Jones Jr.,2016-17,32.0,17.0,12.0,-2.3,0.0,below average
1570,James Jones,2016-17,48.0,7.9,11.1,-0.3,0.2,below average
1571,Tyus Jones,2016-17,60.0,12.9,13.8,0.2,0.4,below average
1572,Skal Labissière,2016-17,33.0,18.5,16.8,-2.3,0.0,below average
1573,Shawn Long,2016-17,18.0,13.0,24.1,1.2,0.2,below average
1574,Kevon Looney,2016-17,53.0,8.4,13.6,-1.7,0.0,below average
1575,Sheldon Mac,2016-17,30.0,9.6,10.1,-2.3,0.0,below average
1576,Ian Mahinmi,2016-17,31.0,17.9,14.1,-1.4,0.1,below average
1577,Thon Maker,2016-17,57.0,9.9,14.0,-2.0,0.0,below average
1578,Boban Marjanović,2016-17,35.0,8.4,29.6,5.5,0.6,below average
1579,James Michael McAdoo,2016-17,52.0,8.8,13.1,-1.8,0.0,below average
1580,Chris McCullough,2016-17,16.0,5.0,15.2,-3.6,0.0,below average
1581,K.J. McDaniels,2016-17,49.0,10.3,11.5,-2.3,0.0,below average
1582,Josh McRoberts,2016-17,22.0,17.3,9.8,-1.6,0.0,below average
1583,Jodie Meeks,2016-17,36.0,20.5,13.1,-1.8,0.1,below average
1584,Shabazz Napier,2016-17,53.0,9.7,13.6,-0.4,0.2,below average
1585,Maurice Ndour,2016-17,32.0,10.3,11.3,-2.8,-0.1,below average
1586,Raul Neto,2016-17,40.0,8.7,10.7,-0.1,0.2,below average
1587,Joakim Noah,2016-17,46.0,22.1,15.2,-0.5,0.4,below average
1588,David Nwaba,2016-17,20.0,19.9,12.2,-2.2,0.0,below average
1589,Johnny O'Bryant,2016-17,11.0,7.3,14.9,-2.4,0.0,below average
1590,Adreian Payne,2016-17,18.0,7.5,14.4,-2.3,0.0,below average
1591,Chasson Randle,2016-17,26.0,11.5,13.6,-1.7,0.0,below average
1592,Thomas Robinson,2016-17,48.0,11.7,17.3,-2.1,0.0,below average
1593,Luis Scola,2016-17,36.0,12.8,13.9,-2.9,-0.1,below average
1594,Kevin Séraphin,2016-17,49.0,11.4,14.4,-3.4,-0.2,below average
1595,Marcus Thornton,2016-17,33.0,17.4,10.4,-2.4,-0.1,below average
1596,Beno Udrih,2016-17,39.0,14.4,16.2,0.3,0.3,below average
1597,Jarrod Uthoff,2016-17,9.0,12.8,13.9,-2.2,0.0,below average
1598,Fred VanVleet,2016-17,37.0,7.9,10.5,-2.1,0.0,below average
1599,Alan Williams,2016-17,47.0,15.1,19.5,-1.3,0.1,below average
1600,Jeff Withey,2016-17,51.0,8.5,18.8,1.4,0.4,below average
1601,Christian Wood,2016-17,13.0,8.2,15.1,-2.6,0.0,below average
1602,Brandan Wright,2016-17,28.0,16.0,18.5,1.7,0.4,below average
1603,Delon Wright,2016-17,27.0,16.5,15.0,2.0,0.5,below average
1604,James Young,2016-17,29.0,7.6,10.0,-1.3,0.0,below average
1605,Tyler Zeller,2016-17,51.0,10.3,13.0,-2.4,0.0,below average
1606,Ivica Zubac,2016-17,38.0,16.0,17.0,-1.7,0.0,below average
1607,Justin Anderson,2017-18,38.0,13.7,13.0,-0.9,0.1,below average
1608,Ron Baker,2017-18,29.0,13.3,9.3,-0.4,0.2,below average
1609,Wade Baldwin,2017-18,7.0,11.4,16.6,1.9,0.1,below average
1610,Patrick Beverley,2017-18,11.0,30.4,12.4,0.5,0.2,below average
1611,Khem Birch,2017-18,42.0,13.8,16.4,-0.9,0.2,below average
1612,Tarik Black,2017-18,51.0,10.5,14.3,-2.6,-0.1,below average
1613,Dwight Buycks,2017-18,29.0,14.7,12.8,-3.1,-0.1,below average
1614,Isaiah Canaan,2017-18,20.0,21.1,13.5,-1.3,0.1,below average
1615,Omri Casspi,2017-18,53.0,14.0,15.5,-0.9,0.2,below average
1616,Tyler Cavanaugh,2017-18,39.0,13.3,13.0,-1.9,0.0,below average
1617,Mike Conley,2017-18,12.0,31.1,15.4,0.5,0.2,below average
